        Sample;        490.00;53.689.600;36.797.101;10.987.738;19.476.600
        Sample;        491.00;70.041.600;31.948.848;11.002.107;19.476.600
        Sample;        492.00;91.101.600;17.117.113;11.013.594;19.476.600
        Sample;        493.00;     115249.60;58.636.962;11.025.246;19.473.300
        Sample;        494.00;     140289.60;27.223.467;11.036.830;19.473.300
        Sample;        495.00;     172293.60;42.892.113;11.047.428;19.473.300
        Sample;        496.00;     195057.60;43.148.117;11.058.978;19.460.000
        Sample;        497.00;     220425.60;63.284.332;11.070.582;19.460.000
        Sample;        498.00;     235689.60;12.488.743;11.082.137;19.460.000
        Sample;        499.00;     253041.60;72.594.582;11.093.670;19.460.000
        Sample;        500.00;     265929.60;54.367.310;11.105.322;19.460.000
        Sample;        501.00;     276945.60;74.761.369;11.116.888;19.460.000
        Sample;        502.00;     281553.60;58.947.811;11.128.503;19.466.600
        Sample;        503.00;     280313.60;69.194.733;11.139.916;19.466.600
        Sample;        504.00;     274929.60;12.670.203;11.151.601;19.466.600
        Sample;        505.00;     267997.60;92.734.172;11.163.195;19.453.300
        Sample;        506.00;     264469.60;34.591.971;11.174.742;19.453.300
        Sample;        507.00;     259261.60;78.605.739;11.186.305;19.453.300
        Sample;        508.00;     261401.60;15.065.817;11.198.041;19.453.300
        Sample;        509.00;     272541.60;11.868.622;11.210.442;19.453.300
        Sample;        510.00;     271057.60;69.004.863;11.222.003;19.450.000
        Sample;        511.00;     272781.60;26.182.607;11.233.602;19.450.000
        Sample;        512.00;     272409.60;10.287.287;11.245.216;19.450.000
        Sample;        513.00;     271893.60;94.877.231;11.256.765;19.450.000
        Sample;        514.00;     267249.60;17.369.316;11.268.282;19.450.000
        Sample;        515.00;     261045.60;65.629.397;11.279.861;19.450.000
        Sample;        516.00;     259357.60;55.008.525;11.291.334;19.450.000
        Sample;        517.00;     262385.60;13.425.124;11.302.804;19.450.000
        Sample;        518.00;     269561.60;93.511.829;11.313.988;19.450.000
        Sample;        519.00;     267049.60;89.158.436;11.325.924;19.446.600
        Sample;        520.00;     273577.60;84.563.612;11.337.488;19.446.600
        Sample;        521.00;     277221.60;59.221.768;11.349.010;19.446.600
        Sample;        522.00;     275805.60;88.614.120;11.360.549;19.446.600
        Sample;        523.00;     275469.60;91.950.615;11.372.189;19.446.600
        Sample;        524.00;     268377.60;55.608.792;11.383.739;19.443.300
        Sample;        525.00;     266977.60;88.862.841;11.395.166;19.443.300
        Sample;        526.00;     260677.60;56.541.666;11.406.749;19.443.300
        Sample;        527.00;     255917.60;83.510.638;11.418.491;19.443.300
        Sample;        528.00;     252461.60;72.536.397;11.429.951;19.443.300
        Sample;        529.00;     247973.60;83.435.670;11.441.538;19.443.300
        Sample;        530.00;     239937.60;71.606.828;11.453.098;19.443.300
        Sample;        531.00;     235217.60;40.266.667;11.464.605;19.443.300
        Sample;        532.00;     231049.60;81.917.465;11.476.250;19.443.300
        Sample;        533.00;     226205.60;68.880.702;11.487.813;19.443.300
        Sample;        534.00;     219945.60;56.249.602;11.499.302;19.443.300
        Sample;        535.00;     214017.60;69.809.137;11.510.817;19.443.300
        Sample;        536.00;     210769.60;67.557.251;11.522.249;19.440.000
        Sample;        537.00;     209257.60;10.399.863;11.533.831;19.440.000
        Sample;        538.00;     205141.60;71.158.165;11.545.449;19.430.000
        Sample;        539.00;     197377.60;54.520.781;11.556.959;19.430.000
        Sample;        540.00;     190813.60;73.292.716;11.568.534;19.430.000
        Sample;        541.00;     182137.60;54.249.465;11.580.084;19.430.000
        Sample;        542.00;     172177.60;55.828.945;11.591.727;19.430.000
        Sample;        543.00;     167137.60;55.952.996;11.603.442;19.436.600
        Sample;        544.00;     163581.60;26.899.318;11.614.897;19.436.600
        Sample;        545.00;     157397.60;70.650.187;11.626.464;19.436.600
        Sample;        546.00;     151925.60;41.646.342;11.638.190;19.436.600
        Sample;        547.00;     142077.60;55.705.416;11.649.666;19.436.600
        Sample;        548.00;     133481.60;45.273.686;11.661.337;19.436.600
        Sample;        549.00;     128037.60;49.334.955;11.673.043;19.430.000
        Sample;        550.00;     123129.60;45.475.073;11.685.497;19.430.000
        Sample;        551.00;     119365.60;22.517.549;11.697.048;19.430.000
        Sample;        552.00;     118089.60;56.418.122;11.708.629;19.430.000
        Sample;        553.00;     111809.60;10.638.329;11.720.224;19.433.300
        Sample;        554.00;     103549.60;31.930.202;11.731.310;19.433.300
        Sample;        555.00;     101501.60;43.015.449;11.743.258;19.430.000
        Sample;        556.00;99.357.600;23.097.475;11.754.879;19.436.600
        Sample;        557.00;96.677.600;44.013.937;11.766.423;19.436.600
        Sample;        558.00;92.277.600;35.609.986;11.778.109;19.436.600
        Sample;        559.00;88.901.600;27.234.292;11.789.562;19.433.300
        Sample;        560.00;85.985.600;20.885.295;11.800.806;19.433.300
        Sample;        561.00;82.305.600;41.989.628;11.812.735;19.433.300
        Sample;        562.00;79.321.600;35.250.469;11.824.258;19.433.300
        Sample;        563.00;78.389.600;33.024.974;11.835.803;19.433.300
        Sample;        564.00;75.205.600;36.519.949;11.847.374;19.433.300
        Sample;        565.00;71.201.600;24.079.867;11.859.027;19.433.300
        Sample;        566.00;70.361.600;25.976.400;11.870.591;19.433.300
        Sample;        567.00;70.553.600;32.055.507;11.882.151;19.433.300
        Sample;        568.00;67.761.600;47.086.870;11.893.674;19.433.300
        Sample;        569.00;66.065.600;22.937.984;11.905.347;19.433.300
        Sample;        570.00;63.645.600;29.850.293;11.916.997;19.420.000
        Sample;        571.00;62.173.600;19.607.255;11.928.396;19.420.000
        Sample;        572.00;60.385.600;34.049.898;11.940.077;19.420.000
        Sample;        573.00;58.985.600;26.904.275;11.951.505;19.420.000
        Sample;        574.00;57.609.600;15.733.333;11.963.125;19.420.000
        Sample;        575.00;55.333.600;29.756.045;11.974.638;19.420.000
        Sample;        576.00;53.505.600;24.042.925;11.986.104;19.420.000
        Sample;        577.00;52.653.600;31.705.590;11.997.698;19.420.000
        Sample;        578.00;50.729.600;23.680.841;12.009.114;19.420.000
        Sample;        579.00;47.737.600;30.771.993;12.020.784;19.420.000
        Sample;        580.00;47.013.600;26.960.053;12.032.296;19.420.000
        Sample;        581.00;43.597.600;17.286.604;12.043.867;19.420.000
