        490.00;     440248.00;15.522.176;15.392.231;19.990.000
        491.00;     486184.00;53.397.295;15.406.965;20.000.000
        492.00;     535080.00;86.022.219;15.418.554;19.990.000
        493.00;     574964.00;88.538.654;15.430.112;19.990.000
        494.00;     605636.00;11.079.583;15.441.674;19.990.000
        495.00;     626004.00;14.343.277;15.453.243;19.990.000
        496.00;     631992.00;89.644.830;15.464.865;19.990.000
        497.00;     632400.00;59.080.360;15.476.222;19.990.000
        498.00;     624444.00;11.787.217;15.487.889;19.990.000
        499.00;     610068.00;10.531.823;15.499.494;19.990.000
        500.00;     593076.00;95.484.635;15.510.618;19.990.000
        501.00;     570728.00;77.935.130;15.522.486;20.000.000
        502.00;     549412.00;66.514.627;15.533.731;19.990.000
        503.00;     527144.00;12.085.209;15.545.658;19.990.000
        504.00;     505956.00;37.667.316;15.557.217;19.990.000
        505.00;     487392.00;56.338.027;15.568.808;19.990.000
        506.00;     468888.00;80.486.962;15.580.354;19.990.000
        507.00;     456876.00;65.527.467;15.591.575;20.000.000
        508.00;     443312.00;99.207.168;15.603.420;19.990.000
        509.00;     433868.00;68.521.011;15.614.952;19.990.000
        510.00;     425144.00;55.342.810;15.626.617;20.000.000
        511.00;     418556.00;92.734.172;15.637.746;20.000.000
        512.00;     411692.00;68.190.713;15.649.771;20.000.000
        513.00;     407880.00;48.570.682;15.661.432;19.990.000
        514.00;     403276.00;72.960.141;15.673.869;19.990.000
        515.00;     399112.00;53.512.366;15.685.439;19.990.000
        516.00;     395060.00;86.010.335;15.697.045;19.990.000
        517.00;     392632.00;58.059.892;15.708.453;20.000.000
        518.00;     390444.00;64.532.369;15.720.112;20.000.000
        519.00;     386252.00;80.128.896;15.731.168;20.000.000
        520.00;     383132.00;66.015.621;15.743.213;20.000.000
        521.00;     380136.00;57.640.109;15.754.662;20.000.000
        522.00;     374980.00;40.447.497;15.766.305;20.000.000
        523.00;     370640.00;76.728.671;15.777.795;20.000.000
        524.00;     365196.00;55.628.770;15.789.329;20.000.000
        525.00;     360504.00;94.689.575;15.800.906;20.000.000
        526.00;     353572.00;92.115.966;15.812.316;20.000.000
        527.00;     347628.00;44.278.111;15.822.825;20.000.000
        528.00;     338056.00;43.218.103;15.834.605;20.000.000
        529.00;     331616.00;55.288.174;15.846.154;20.000.000
        530.00;     321708.00;71.819.651;15.857.675;20.000.000
        531.00;     315384.00;75.075.547;15.869.202;20.000.000
        532.00;     303712.00;51.220.829;15.880.766;20.000.000
        533.00;     296032.00;76.544.947;15.892.318;20.000.000
        534.00;     285284.00;82.093.605;15.903.944;20.000.000
        535.00;     276132.00;35.672.834;15.915.413;20.000.000
        536.00;     265888.00;55.196.779;15.927.005;20.000.000
        537.00;     257528.00;43.536.141;15.938.654;20.000.000
        538.00;     245164.00;41.635.241;15.950.151;20.000.000
        539.00;     236944.00;55.647.142;15.961.677;20.000.000
        540.00;     227244.00;46.285.875;15.973.293;20.000.000
        541.00;     217452.00;32.649.247;15.985.040;20.000.000
        542.00;     208352.00;58.456.594;15.997.446;20.000.000
        543.00;     200020.00;50.797.200;16.008.589;20.000.000
        544.00;     192368.00;23.662.817;16.020.443;20.000.000
        545.00;     183508.00;42.687.703;16.032.140;20.000.000
        546.00;     174732.00;34.311.255;16.043.738;20.000.000
        547.00;     167548.00;33.998.954;16.055.273;20.000.000
        548.00;     159668.00;34.269.779;16.066.703;20.000.000
        549.00;     153508.00;50.374.773;16.078.318;20.000.000
        550.00;     146080.00;49.545.490;16.089.887;20.000.000
        551.00;     139372.00;42.483.147;16.101.419;20.003.300
        552.00;     133600.00;30.234.638;16.113.087;20.000.000
        553.00;     129504.00;39.858.416;16.124.608;20.000.000
        554.00;     123300.00;34.151.297;16.136.148;20.000.000
