        490.00;32.845.600;23.430.654;21.966.153;20.053.300
        491.00;45.049.600;33.177.234;21.981.222;20.053.300
        492.00;60.625.600;29.501.337;21.992.798;20.053.300
        493.00;77.641.600;23.446.961;22.003.968;20.053.300
        494.00;96.853.600;37.335.476;22.015.925;20.053.300
        495.00;     116401.60;40.204.809;22.027.081;20.053.300
        496.00;     134445.60;32.828.443;22.038.942;20.053.300
        497.00;     150581.60;32.852.262;22.050.811;20.053.300
        498.00;     164301.60;58.770.968;22.063.341;20.053.300
        499.00;     175061.60;60.400.000;22.074.821;20.050.000
        500.00;     183061.60;27.125.716;22.086.375;20.050.000
        501.00;     186909.60;60.894.225;22.097.884;20.053.300
        502.00;     189413.60;59.853.005;22.109.414;20.050.000
        503.00;     190629.60;51.294.531;22.121.039;20.053.300
        504.00;     187365.60;56.994.503;22.132.588;20.053.300
        505.00;     185837.60;44.238.746;22.144.256;20.053.300
        506.00;     184517.60;34.575.521;22.155.635;20.053.300
        507.00;     182881.60;48.388.061;22.166.134;20.053.300
        508.00;     180873.60;41.796.119;22.177.948;20.053.300
        509.00;     179853.60;42.266.667;22.189.416;20.053.300
        510.00;     178697.60;47.888.760;22.200.834;20.053.300
        511.00;     177861.60;57.711.774;22.212.459;20.053.300
        512.00;     176637.60;45.440.070;22.224.059;20.053.300
        513.00;     176245.60;29.683.067;22.235.594;20.053.300
        514.00;     175909.60;45.384.481;22.247.233;20.053.300
        515.00;     176429.60;44.221.865;22.258.786;20.050.000
        516.00;     177045.60;35.627.954;22.270.292;20.050.000
        517.00;     176321.60;42.763.224;22.281.441;20.050.000
        518.00;     176333.60;48.915.165;22.293.254;20.050.000
        519.00;     176437.60;56.913.970;22.304.934;20.053.300
        520.00;     175953.60;46.694.087;22.316.534;20.050.000
        521.00;     176217.60;53.642.438;22.328.066;20.053.300
        522.00;     174285.60;60.888.386;22.339.619;20.053.300
        523.00;     173885.60;74.776.229;22.351.058;20.053.300
        524.00;     171889.60;56.221.151;22.362.802;20.053.300
        525.00;     169849.60;39.624.011;22.374.352;20.053.300
        526.00;     168293.60;53.033.993;22.385.898;20.053.300
        527.00;     165485.60;37.910.069;22.397.475;20.053.300
        528.00;     163077.60;36.913.111;22.408.904;20.053.300
        529.00;     159009.60;32.087.658;22.420.480;20.053.300
        530.00;     155449.60;37.189.246;22.432.060;20.053.300
        531.00;     151457.60;62.689.358;22.443.237;20.053.300
        532.00;     146177.60;30.562.141;22.455.194;20.053.300
        533.00;     143313.60;46.830.949;22.466.763;20.053.300
        534.00;     137473.60;42.063.233;22.478.268;20.053.300
