        490.00;     164456.00;42.866.200;52.855.708;20.000.000
        491.00;     195644.00;45.929.608;52.870.339;20.000.000
        492.00;     228272.00;43.509.182;52.881.907;20.000.000
        493.00;     260496.00;41.556.387;52.893.066;20.000.000
        494.00;     290432.00;62.755.115;52.904.951;20.000.000
        495.00;     312456.00;72.798.046;52.916.527;20.000.000
        496.00;     329732.00;78.448.171;52.928.052;20.000.000
        497.00;     343112.00;54.282.225;52.939.669;20.000.000
        498.00;     347296.00;52.310.186;52.951.272;20.000.000
        499.00;     351576.00;68.174.938;52.962.768;20.000.000
        500.00;     347668.00;56.991.383;52.974.415;20.000.000
        501.00;     342500.00;10.329.238;52.985.793;20.000.000
        502.00;     334244.00;65.404.179;52.997.554;20.000.000
        503.00;     325756.00;66.045.775;53.009.012;20.000.000
        504.00;     316608.00;88.956.019;53.020.596;20.000.000
        505.00;     307924.00;49.329.910;53.032.232;20.000.000
        506.00;     300528.00;84.463.904;53.043.787;20.000.000
        507.00;     292488.00;63.011.251;53.054.901;20.000.000
        508.00;     286364.00;46.613.494;53.066.762;20.000.000
        509.00;     281688.00;49.877.361;53.078.087;20.000.000
        510.00;     277844.00;50.258.178;53.089.981;20.000.000
        511.00;     274008.00;58.157.793;53.101.624;20.000.000
        512.00;     270304.00;49.068.841;53.113.237;20.000.000
        513.00;     268712.00;37.614.182;53.125.684;20.000.000
        514.00;     265780.00;51.706.694;53.137.269;20.000.000
        515.00;     265692.00;77.442.337;53.148.696;20.000.000
        516.00;     264492.00;62.636.730;53.159.210;20.000.000
        517.00;     265068.00;39.503.811;53.170.922;20.000.000
        518.00;     263376.00;33.914.926;53.182.430;20.000.000
        519.00;     262476.00;52.348.405;53.194.052;20.000.000
        520.00;     260948.00;62.145.492;53.205.571;20.000.000
        521.00;     259988.00;53.173.260;53.217.085;20.003.300
        522.00;     257300.00;59.381.853;53.228.630;20.003.300
        523.00;     255364.00;53.741.935;53.240.233;20.003.300
        524.00;     249684.00;52.787.372;53.251.809;20.003.300
        525.00;     249188.00;62.541.862;53.263.313;20.000.000
        526.00;     244584.00;37.356.183;53.274.846;20.000.000
        527.00;     240240.00;65.851.550;53.286.437;20.000.000
        528.00;     236104.00;57.407.084;53.298.009;20.000.000
        529.00;     231184.00;55.527.531;53.309.479;20.000.000
        530.00;     224616.00;50.353.418;53.321.156;20.000.000
        531.00;     219040.00;46.789.173;53.332.672;20.000.000
        532.00;     211736.00;29.071.559;53.344.374;20.000.000
        533.00;     206760.00;73.413.774;53.356.686;20.000.000
        534.00;     199544.00;35.032.937;53.368.344;20.000.000
        535.00;     193428.00;56.098.485;53.379.929;19.990.000
        536.00;     186868.00;32.676.461;53.391.434;20.000.000
        537.00;     180840.00;56.228.739;53.402.921;20.000.000
        538.00;     173100.00;40.950.702;53.414.563;20.000.000
        539.00;     166920.00;44.900.681;53.426.139;20.000.000
        540.00;     160136.00;37.299.985;53.437.670;19.990.000
        541.00;     153948.00;50.307.676;53.449.288;20.000.000
        542.00;     146560.00;62.508.168;53.460.846;20.000.000
        543.00;     141616.00;44.108.956;53.472.447;20.000.000
        544.00;     135580.00;50.372.656;53.484.002;20.000.000
        545.00;     130000.00;31.973.322;53.495.686;20.000.000
        546.00;     124068.00;36.138.253;53.507.200;20.000.000
        547.00;     119448.00;41.280.827;53.518.749;20.000.000
        548.00;     113804.00;46.403.257;53.529.883;20.000.000
        549.00;     108888.00;29.265.376;53.541.758;20.000.000
        550.00;     104660.00;34.068.950;53.553.272;20.000.000
        551.00;     101552.00;38.149.181;53.564.850;20.000.000
        552.00;97.036.000;24.702.676;53.576.461;20.000.000
        553.00;93.088.000;33.603.174;53.588.027;20.003.300
        554.00;89.580.000;36.429.292;53.599.570;20.000.000
        555.00;86.196.000;21.176.507;53.611.002;20.000.000
        556.00;82.484.000;42.733.489;53.622.624;20.000.000
        557.00;79.408.000;35.255.512;53.634.338;20.000.000
        558.00;76.968.000;21.356.654;53.645.878;20.000.000
        559.00;74.404.000;34.072.080;53.657.467;20.000.000
        560.00;71.944.000;27.421.322;53.669.065;20.000.000
        561.00;69.412.000;25.657.228;53.680.662;20.000.000
        562.00;66.580.000;20.975.753;53.692.200;20.000.000
        563.00;64.520.000;24.615.803;53.703.744;20.000.000
        564.00;62.072.000;21.983.428;53.715.333;20.000.000
        565.00;60.064.000;21.281.604;53.726.879;20.000.000
        566.00;58.080.000;22.304.559;53.738.511;20.000.000
        567.00;56.428.000;22.800.000;53.749.962;20.000.000
        568.00;54.544.000;18.511.738;53.761.155;20.000.000
        569.00;52.748.000;28.752.121;53.772.669;20.000.000
        570.00;50.796.000;28.907.515;53.784.624;20.000.000
        571.00;49.680.000;31.525.369;53.796.126;20.000.000
        572.00;47.468.000;24.484.371;53.807.839;20.000.000
        573.00;45.740.000;12.284.769;53.820.307;20.003.300
        574.00;44.052.000;24.696.918;53.831.812;20.003.300
        575.00;42.792.000;28.839.479;53.843.365;20.003.300
        576.00;41.312.000;16.676.797;53.854.934;20.000.000
        577.00;40.276.000;19.688.688;53.866.542;20.000.000
        578.00;38.688.000;21.539.009;53.878.119;19.990.000
        579.00;37.352.000;20.939.702;53.889.613;19.990.000
        580.00;35.864.000;10.062.913;53.901.194;19.990.000
        581.00;34.828.000;24.621.941;53.912.807;20.000.000
        582.00;33.272.000;21.501.008;53.924.472;20.000.000
        583.00;32.364.000;27.520.013;53.935.936;20.000.000
        584.00;31.124.000;23.859.217;53.947.568;20.000.000
        585.00;29.984.000;17.575.741;53.959.001;20.000.000
        586.00;29.160.000;22.336.418;53.970.612;20.003.300
        587.00;28.092.000;17.337.948;53.982.071;20.003.300
        588.00;26.876.000;19.036.806;53.993.635;20.003.300
        589.00;26.260.000;23.020.377;54.005.232;20.000.000
        590.00;25.264.000;21.331.667;54.016.728;20.000.000
        591.00;24.044.000;18.856.652;54.028.424;19.990.000
        592.00;23.372.000;19.243.007;54.039.890;20.000.000
        593.00;22.432.000;15.004.592;54.051.410;20.000.000
        594.00;21.388.000;16.232.204;54.062.939;20.000.000
        595.00;20.944.000;10.027.518;54.074.569;20.000.000
        596.00;20.364.000;15.595.441;54.086.188;20.000.000
        597.00;19.484.000;11.926.441;54.097.958;20.000.000
        598.00;18.832.000;11.763.597;54.110.309;20.000.000
        599.00;18.120.000;13.613.066;54.121.834;20.000.000
        600.00;17.432.000;12.957.366;54.133.069;20.000.000
        601.00;17.084.000;11.188.089;54.144.545;20.000.000
        602.00;16.540.000;15.207.600;54.156.581;20.000.000
        603.00;16.136.000;10.699.948;54.168.041;20.000.000
        604.00;15.484.000;11.251.469;54.179.653;20.000.000
        605.00;14.936.000;13.373.274;54.191.185;20.000.000
        606.00;14.364.000;12.177.210;54.202.691;20.000.000
        607.00;14.128.000;13.633.945;54.214.320;20.000.000
        608.00;13.768.000;12.490.708;54.225.871;20.000.000
        609.00;13.328.000;16.196.570;54.237.413;20.003.300
        610.00;12.596.000;13.429.652;54.249.048;20.003.300
        611.00;12.372.000;13.178.434;54.260.621;20.003.300
        612.00;12.000.000;83.309.330;54.272.163;20.000.000
        613.00;11.584.000;68.715.193;54.283.589;20.000.000
        614.00;11.420.000;12.556.716;54.295.201;19.990.000
        615.00;11.200.000;13.897.402;54.306.951;19.990.000
        616.00;10.476.000;90.283.504;54.319.228;19.990.000
        617.00;10.400.000;13.375.932;54.330.975;19.990.000
        618.00;10.032.000;55.681.635;54.342.548;20.000.000
        619.00;96.920.000;79.877.684;54.354.157;20.000.000
        620.00;97.360.000;94.280.904;54.365.655;20.000.000
        621.00;91.520.000;87.878.704;54.377.256;20.000.000
        622.00;90.400.000;98.738.712;54.388.738;20.000.000
        623.00;87.520.000;88.483.520;54.400.321;20.000.000
        624.00;85.640.000;76.140.222;54.411.925;20.000.000
        625.00;84.080.000;87.797.747;54.423.548;20.000.000
        626.00;79.880.000;11.685.509;54.435.038;20.003.300
        627.00;78.760.000;73.816.590;54.446.574;20.003.300
        628.00;75.640.000;77.298.843;54.458.233;20.000.000
        629.00;73.280.000;72.000.000;54.469.699;20.000.000
        630.00;71.360.000;93.903.023;54.481.264;20.000.000
        631.00;69.400.000;71.913.528;54.492.897;20.000.000
        632.00;69.640.000;71.317.755;54.504.462;20.000.000
        633.00;67.360.000;95.591.724;54.515.972;20.000.000
        634.00;64.320.000;66.452.991;54.527.538;20.000.000
        635.00;62.400.000;48.880.807;54.539.112;20.000.000
        636.00;61.320.000;85.883.642;54.550.219;20.000.000
        637.00;58.920.000;46.742.795;54.562.171;20.000.000
        638.00;58.880.000;89.601.587;54.573.804;20.000.000
        639.00;56.640.000;86.984.034;54.585.275;20.000.000
        640.00;53.880.000;84.548.474;54.596.872;20.000.000
        641.00;53.000.000;90.519.488;54.608.426;20.000.000
        642.00;53.440.000;74.904.383;54.620.041;20.000.000
        643.00;50.360.000;84.380.092;54.631.485;20.000.000
        644.00;49.736.000;97.442.861;54.643.087;20.000.000
        645.00;48.656.000;56.000.000;54.685.146;20.000.000
        646.00;46.816.000;71.554.175;54.696.700;20.000.000
        647.00;46.416.000;88.242.091;54.708.155;20.000.000
        648.00;43.776.000;43.898.874;54.719.830;20.000.000
        649.00;42.776.000;47.121.592;54.732.236;20.000.000
        650.00;42.256.000;78.926.126;54.743.897;20.003.300
