        490.00;     345817.60;79.813.561;17.546.533;20.003.300
        491.00;     393577.60;59.801.747;17.561.253;20.003.300
        492.00;     441725.60;61.349.128;17.572.885;20.003.300
        493.00;     487609.60;81.010.946;17.584.422;20.003.300
        494.00;     523797.60;56.220.044;17.596.084;20.000.000
        495.00;     548261.60;12.329.297;17.607.698;20.000.000
        496.00;     561905.60;10.941.980;17.619.135;20.000.000
        497.00;     572217.60;99.765.414;17.629.638;20.000.000
        498.00;     571169.60;77.521.151;17.641.328;20.000.000
        499.00;     564541.60;10.054.651;17.652.851;20.000.000
        500.00;     552557.60;76.199.621;17.664.541;20.000.000
        501.00;     539449.60;12.379.165;17.676.050;20.000.000
        502.00;     518573.60;11.394.197;17.687.758;20.000.000
        503.00;     501973.60;97.732.606;17.699.263;19.990.000
        504.00;     484545.60;10.088.533;17.710.876;20.000.000
        505.00;     469297.60;87.451.218;17.722.390;20.000.000
        506.00;     456133.60;11.544.857;17.733.897;20.000.000
        507.00;     442765.60;58.574.018;17.745.482;20.000.000
        508.00;     430445.60;56.049.026;17.757.053;19.990.000
        509.00;     424137.60;71.068.543;17.768.613;20.000.000
        510.00;     415929.60;80.832.997;17.780.332;19.990.000
        511.00;     411021.60;54.693.489;17.791.696;19.990.000
        512.00;     406049.60;56.718.564;17.802.964;20.000.000
        513.00;     402113.60;66.119.891;17.814.793;20.000.000
        514.00;     399405.60;61.989.103;17.826.539;20.000.000
        515.00;     396897.60;74.127.098;17.838.044;20.000.000
        516.00;     393969.60;66.650.131;17.849.179;20.000.000
        517.00;     391769.60;49.670.201;17.861.156;20.000.000
        518.00;     389969.60;58.587.219;17.872.631;20.000.000
        519.00;     388069.60;45.517.469;17.884.181;20.000.000
        520.00;     385445.60;66.742.490;17.895.862;20.000.000
        521.00;     382805.60;88.863.341;17.907.464;19.990.000
        522.00;     378501.60;61.738.517;17.919.074;20.000.000
        523.00;     376237.60;56.077.565;17.930.511;20.000.000
        524.00;     370501.60;67.609.993;17.942.161;19.990.000
        525.00;     366041.60;56.747.393;17.953.626;19.990.000
        526.00;     359953.60;60.732.711;17.965.227;20.000.000
        527.00;     353681.60;51.283.959;17.976.753;19.990.000
        528.00;     347069.60;42.319.630;17.988.320;19.990.000
        529.00;     339641.60;86.728.183;17.999.865;19.990.000
        530.00;     330513.60;34.768.057;18.011.366;19.990.000
        531.00;     323189.60;43.882.874;18.022.963;20.000.000
        532.00;     312277.60;61.811.038;18.034.543;19.990.000
        533.00;     303365.60;53.663.809;18.046.121;19.990.000
        534.00;     293697.60;73.275.614;18.057.624;19.990.000
        535.00;     285093.60;56.300.937;18.068.810;20.000.000
        536.00;     274553.60;60.241.883;18.080.773;20.000.000
        537.00;     264753.60;42.964.792;18.092.250;20.000.000
        538.00;     254605.60;75.865.261;18.103.794;20.000.000
        539.00;     244777.60;50.674.385;18.115.305;20.000.000
        540.00;     236825.60;40.275.496;18.126.957;20.000.000
        541.00;     227689.60;60.677.069;18.138.525;20.000.000
        542.00;     216897.60;54.236.355;18.149.690;20.000.000
        543.00;     209313.60;36.313.695;18.161.664;20.000.000
        544.00;     201069.60;56.713.079;18.172.872;20.000.000
        545.00;     193357.60;62.232.396;18.184.749;20.000.000
        546.00;     184385.60;41.834.382;18.196.448;20.000.000
        547.00;     176689.60;44.982.169;18.207.894;20.000.000
        548.00;     170053.60;26.486.391;18.219.550;20.000.000
        549.00;     162649.60;67.614.068;18.231.110;20.000.000
        550.00;     155985.60;36.212.705;18.242.648;20.000.000
        551.00;     150217.60;44.334.887;18.254.286;20.000.000
        552.00;     145241.60;39.105.555;18.265.752;20.000.000
        553.00;     139461.60;50.145.566;18.277.428;20.000.000
        554.00;     134181.60;38.709.172;18.288.923;20.000.000
        555.00;     128665.60;34.564.979;18.300.563;20.000.000
        556.00;     123697.60;30.725.740;18.312.042;20.000.000
        557.00;     119573.60;26.985.099;18.323.537;20.000.000
        558.00;     115629.60;42.953.411;18.334.841;20.000.000
        559.00;     111913.60;34.341.035;18.346.708;20.000.000
        560.00;     107545.60;39.459.459;18.358.403;20.000.000
        561.00;     104917.60;48.539.377;18.370.053;20.000.000
        562.00;     100241.60;39.314.120;18.381.483;20.000.000
        563.00;97.229.600;18.533.333;18.393.205;20.000.000
        564.00;93.693.600;46.357.260;18.404.815;20.000.000
        565.00;90.777.600;36.912.870;18.416.323;20.000.000
        566.00;87.749.600;30.223.170;18.427.746;20.003.300
        567.00;85.025.600;38.662.988;18.439.403;20.000.000
        568.00;81.945.600;25.460.732;18.451.036;20.000.000
        569.00;79.217.600;25.292.599;18.462.481;20.003.300
        570.00;77.161.600;23.896.071;18.474.071;20.003.300
        571.00;74.793.600;44.373.365;18.485.704;20.003.300
        572.00;71.769.600;26.471.284;18.497.326;20.003.300
        573.00;70.037.600;25.441.523;18.508.889;20.003.300
        574.00;67.625.600;27.130.630;18.520.527;20.003.300
        575.00;64.817.600;28.604.273;18.532.105;20.003.300
        576.00;62.469.600;17.547.903;18.543.617;20.003.300
        577.00;60.869.600;21.795.412;18.555.111;20.003.300
        578.00;58.525.600;29.547.401;18.566.677;20.003.300
        579.00;56.121.600;14.323.252;18.578.254;20.003.300
        580.00;53.953.600;29.392.667;18.589.715;20.003.300
        581.00;52.641.600;26.195.844;18.601.305;20.003.300
        582.00;50.509.600;17.568.153;18.612.865;20.003.300
        583.00;48.717.600;30.946.262;18.624.477;20.003.300
        584.00;47.149.600;17.719.293;18.635.966;20.006.600
        585.00;45.185.600;39.233.546;18.647.534;20.003.300
        586.00;43.673.600;22.930.232;18.659.126;20.003.300
        587.00;42.361.600;16.631.964;18.670.765;20.003.300
        588.00;40.721.600;19.946.595;18.682.206;20.003.300
        589.00;39.385.600;23.673.332;18.693.800;20.003.300
        590.00;37.969.600;26.598.580;18.705.249;20.003.300
        591.00;36.721.600;19.595.918;18.716.848;20.003.300
        592.00;35.357.600;27.406.082;18.728.525;20.003.300
        593.00;34.405.600;19.408.589;18.740.021;20.006.600
        594.00;33.117.600;21.782.358;18.751.592;20.006.600
        595.00;31.497.600;21.861.788;18.763.293;20.006.600
        596.00;30.293.600;25.937.018;18.774.758;20.006.600
        597.00;29.729.600;13.463.366;18.786.286;20.003.300
        598.00;28.425.600;20.001.778;18.797.806;20.003.300
        599.00;27.833.600;10.845.173;18.809.514;20.006.600
        600.00;26.433.600;18.797.636;18.820.970;20.006.600
        601.00;25.865.600;11.898.833;18.832.497;20.006.600
        602.00;25.321.600;23.016.902;18.844.128;20.006.600
        603.00;23.869.600;11.267.258;18.855.754;20.006.600
        604.00;23.009.600;17.062.499;18.867.177;20.006.600
        605.00;22.597.600;15.242.630;18.878.785;20.006.600
        606.00;21.533.600;13.186.525;18.889.953;20.006.600
        607.00;20.905.600;15.459.769;18.901.785;20.006.600
        608.00;20.265.600;12.998.461;18.913.524;20.006.600
        609.00;19.613.600;92.193.034;18.924.963;20.006.600
        610.00;19.009.600;14.964.254;18.936.574;20.006.600
        611.00;18.469.600;18.330.788;18.948.047;20.006.600
        612.00;17.741.600;11.473.641;18.959.661;20.006.600
        613.00;17.365.600;10.657.496;18.971.189;20.006.600
        614.00;16.813.600;11.926.441;18.982.791;20.006.600
        615.00;16.197.600;10.823.021;18.994.319;20.010.000
        616.00;15.737.600;97.287.661;19.005.836;20.010.000
        617.00;15.321.600;13.306.640;19.017.471;20.010.000
        618.00;14.621.600;10.966.616;19.028.966;20.010.000
        619.00;14.485.600;14.403.086;19.040.672;20.010.000
        620.00;13.997.600;13.849.348;19.053.134;20.010.000
        621.00;13.597.600;91.106.775;19.064.335;20.010.000
        622.00;13.061.600;78.711.851;19.076.342;20.010.000
        623.00;12.729.600;12.056.165;19.087.785;20.010.000
        624.00;12.225.600;15.823.471;19.099.624;20.010.000
        625.00;12.081.600;10.031.063;19.111.891;20.006.600
        626.00;11.537.600;10.965.805;19.123.533;20.010.000
        627.00;11.185.600;13.884.604;19.135.210;20.010.000
        628.00;10.877.600;11.691.592;19.146.805;20.010.000
        629.00;10.625.600;13.053.054;19.158.374;20.010.000
        630.00;10.081.600;82.623.645;19.169.878;20.010.000
        631.00;96.576.000;90.470.376;19.181.382;20.010.000
        632.00;94.536.000;74.487.881;19.193.140;20.010.000
        633.00;91.936.000;52.255.781;19.204.773;20.010.000
        634.00;89.896.000;11.044.154;19.216.116;20.010.000
        635.00;87.096.000;71.068.043;19.227.842;20.010.000
        636.00;86.216.000;11.159.450;19.239.295;20.010.000
        637.00;82.016.000;95.405.567;19.250.973;20.010.000
        638.00;80.616.000;82.677.419;19.262.393;20.010.000
        639.00;78.576.000;91.447.617;19.273.932;20.010.000
        640.00;75.736.000;66.144.623;19.285.584;20.010.000
        641.00;74.376.000;87.320.610;19.297.129;20.010.000
        642.00;70.056.000;10.590.562;19.308.670;20.010.000
        643.00;69.456.000;69.844.271;19.320.234;20.013.300
        644.00;66.992.000;75.377.568;19.331.847;20.010.000
        645.00;65.752.000;73.623.668;19.373.847;20.013.300
        646.00;62.392.000;65.875.303;19.385.571;20.013.300
        647.00;60.072.000;76.466.405;19.397.961;20.010.000
        648.00;58.632.000;76.140.222;19.409.543;20.013.300
        649.00;60.152.000;68.365.033;19.421.131;20.010.000
        650.00;56.152.000;68.883.154;19.432.665;20.010.000
