Time;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;I1StdError;I2StdError;RealTime;RealTemperature
258.45;1;2,8421026;0.4794517;225312.8;79276.8;0,009827723;0,001527134;339,13699;246,79845;5340,7232;21,02
264.11;1;2,8023823;0.47401396;224164.8;79990.8;0,008018362;0,001835771;481,33674;151,26902;5346,3818;21,0333
269.79;1;2,8135894;0.47555969;222894.8;79220.8;0,009919861;0,001552905;340,84076;251,67063;5352,0646;21,0333
275.46;1;2,8337321;0.47831513;224110.8;79086.8;0,00859996;0,001685516;420,6789;188,59871;5357,7398;21,0333
281.14;1;2,8124062;0.47539693;223464.8;79456.8;0,009600985;0,001377607;279,95639;252,32394;5363,4113;21,0366
286.79;1;2,8294624;0.47773348;224010.8;79170.8;0,008275252;0,001670819;421,279;177,33168;5369,0634;21,03
292.48;1;2,8057018;0.47447276;222690.8;79370.8;0,007500185;0,001191315;263,64689;190,23033;5374,7495;21,03
298.16;1;2,8111186;0.47521969;222732.8;79232.8;0,009281659;0,001618585;380,46398;223,87779;5380,4328;21,03
303.85;1;2,8113315;0.47524901;222434.8;79120.8;0,009549538;0,001471235;318,01324;243,79284;5386,1221;21,04
309.52;1;2,8188484;0.47628191;222978.8;79102.8;0,008568485;0,001395898;315,68772;212,77663;5391,79;21,0433
315.18;1;2,82046;0.47650283;222846.8;79010.8;0,007522386;0,001356545;324,81736;176,47484;5397,4594;21,0433
320.85;1;2,8226671;0.47680508;223122.8;79046.8;0,007438293;0,001382468;336,1112;170,91395;5403,127;21,0466
326.53;1;2,8096526;0.47501775;221846.8;78958.8;0,010318968;0,001636662;360,75797;260,01579;5408,804;21,0466
332.21;1;2,8144882;0.47568326;222498.8;79054.8;0,007356223;0,001373151;333,4095;169,29513;5414,4836;21,05
337.88;1;2,8044848;0.47430464;221466.8;78968.8;0,008313091;0,001707352;428,14533;177,44621;5420,1555;21,05
343.55;1;2,8203859;0.47649267;222654.8;78944.8;0,006603243;0,001224511;296,75402;151,95844;5425,818;21,05
349.22;1;2,8229018;0.47683721;221938.8;78620.8;0,007606114;0,001589134;401,5284;156,98206;5431,4886;21,0533
354.9;1;2,8222676;0.4767504;221668.8;78542.8;0,008394019;0,001374779;310,34921;206,10217;5437,1736;21,0533
360.58;1;2,8184806;0.47623146;221286.8;78512.8;0,007696376;0,001407599;336,86949;177,9864;5442,8525;21,0666
366.25;1;2,8247454;0.47708938;222460;78754;0,009089864;0,001842092;461,84162;193,63068;5448,5253;21,0666
374.87;1;2,8224793;0.47677938;221988;78650;0,009526533;0,001760591;424,79469;218,67496;5457,1449;21,06
380.54;1;2,801217;0.47385271;221890;79212;0,007451955;0,001073681;216,62434;196,02148;5462,813;21,06
386.22;1;2,8173165;0.47607173;221982;78792;0,008918684;0,001423631;315,96502;222,79374;5468,4975;21,06
391.9;1;2,8330444;0.47822154;222224;78440;0,00795198;0,001427562;340,44429;184,48449;5474,1788;21,0733
397.57;1;2,818286;0.47620477;221320;78530;0,007034481;0,001355458;331,80337;156,71563;5479,8465;21,0733
