Time;Sample;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;I1StdError;I2StdError;RealTime;RealTemperature;;;;;;;;;;;;
        763.34;     Reference;1;10.948.494;   0.045277427;     159986.40;     146126.40;  0.0028466604;  0.0013019499;29.228.537;27.033.546;94.003.276;24.636.600
        763.34;         Blank;1;13.062.210;    0.13278041;     248958.40;     190594.40;  0.0033914119;  0.0013152150;44.925.763;35.578.704;94.680.539;24.630.000
        783.93;        Sample;1;13.756.093;    0.15811070;     250848.40;     182354.40;  0.0027757070;  0.0010140836;33.490.894;27.589.319;95.400.955;24.620.000
        783.93;     Reference;1;11.275.122;   0.059934902;     159304.40;     141288.40;   0.018274446;  0.0076476513;31.921.318;22.724.000;96.061.798;24.640.000
        783.93;         Blank;1;23.423.406;    0.40161695;     341392.40;     145748.40;  0.0055902090;  0.0010399159;34.968.226;31.417.695;10.088.458;24.646.600
        845.98;        Sample;1;22.660.088;    0.38763178;     314518.40;     138798.40;  0.0049578488;  0.0011763696;43.874.078;23.395.186;10.160.344;24.650.000
        845.98;     Reference;1;20.253.523;    0.33891996;     235958.40;     116502.40;  0.0052969106;  0.0014135664;41.432.863;22.580.103;10.228.322;24.653.300
        845.98;         Blank;1;23.430.102;    0.40173679;     342558.40;     146204.40;  0.0056617827;  0.0011869916;44.915.453;29.676.537;10.296.980;24.653.300
        866.81;        Sample;1;22.801.697;    0.39027544;     316748.40;     138914.40;  0.0047209490;  0.0010846442;40.004.710;22.790.395;10.368.576;24.650.000
        866.81;     Reference;1;20.206.212;    0.33788455;     236110.40;     116850.40;  0.0048530896;  0.0011970468;32.845.411;22.878.167;10.436.848;24.650.000
        866.81;         Blank;1;23.380.959;    0.40085605;     342078.40;     146306.40;  0.0054247939;  0.0010485977;36.812.584;30.073.454;10.505.049;24.650.000
        887.59;        Sample;1;22.901.277;    0.39212087;     317742.40;     138744.40;  0.0056107682;  0.0011785665;40.890.714;28.924.985;10.577.091;24.666.600
        887.59;     Reference;1;20.148.002;    0.33660612;     235728.40;     116998.40;  0.0064436152;  0.0013670025;30.219.513;34.280.085;10.645.075;24.660.000
        887.59;         Blank;1;23.362.958;    0.40053278;     342366.40;     146542.40;  0.0058623817;  0.0013378028;53.460.778;28.783.914;10.712.389;24.660.000
        908.39;        Sample;1;22.823.927;    0.39068838;     317810.40;     139244.40;  0.0047823462;  0.0011900358;46.074.996;21.064.862;10.783.970;24.650.000
        908.39;     Reference;1;20.135.033;    0.33632063;     234940.40;     116682.40;  0.0036680372; 0.00090012517;24.389.601;17.467.202;10.852.169;24.666.600
        908.39;         Blank;1;23.331.391;    0.39996504;     342762.40;     146910.40;  0.0049811898; 0.00095386123;33.149.232;27.962.381;10.919.420;24.660.000
        929.01;        Sample;1;22.681.935;    0.38804112;     317162.40;     139830.40;  0.0051191083;  0.0011875576;44.059.386;24.871.882;10.991.011;24.660.000
        929.01;     Reference;1;19.974.738;    0.33277149;     233735.60;     117015.60;  0.0055325457;  0.0013679261;36.932.342;26.619.304;11.057.791;24.660.000
        929.01;         Blank;1;23.187.017;    0.39735470;     342109.60;     147543.60;  0.0044579864;  0.0011379958;48.018.330;19.386.105;11.156.348;24.676.600
        952.75;        Sample;1;22.717.594;    0.38870811;     317177.60;     139617.60;  0.0055236653;  0.0013697527;52.811.801;24.738.464;11.228.164;24.660.000
        952.75;     Reference;1;19.832.828;    0.32959759;     233193.60;     117579.60;  0.0048202228;  0.0013123721;38.316.136;21.056.865;11.295.695;24.673.300
        952.75;         Blank;1;23.107.345;    0.39590444;     342551.60;     148243.60;  0.0047074520;  0.0011027506;44.650.196;23.209.572;11.363.005;24.676.600
        973.45;        Sample;1;22.642.927;    0.38730984;     317955.60;     140421.60;  0.0043466090;  0.0010923788;42.494.309;19.349.636;11.436.002;24.680.000
        973.45;     Reference;1;19.733.249;    0.32735234;     232255.60;     117697.60;  0.0053190384;  0.0012882358;33.402.773;26.831.874;11.503.977;24.680.000
        973.45;         Blank;1;23.016.090;    0.39423475;     341479.60;     148365.60;  0.0063082257;  0.0013151838;48.884.203;34.676.368;11.571.448;24.683.300
        994.29;        Sample;1;22.535.265;    0.38528240;     316957.60;     140649.60;  0.0056724320;  0.0013692841;51.925.372;26.878.910;11.642.718;24.670.000
        994.29;     Reference;1;19.748.044;    0.32768690;     231343.60;     117147.60;  0.0050431950;  0.0013221898;37.077.302;23.291.788;11.710.111;24.683.300
        994.29;         Blank;1;22.916.007;    0.39239288;     340897.60;     148759.60;  0.0065457929;  0.0012485085;42.074.020;38.320.834;11.777.348;24.680.000
       1014.88;        Sample;1;22.428.491;    0.38325839;     316155.60;     140961.60;  0.0051037852;  0.0011342791;40.515.078;26.506.960;11.849.390;24.686.600
       1014.88;     Reference;1;19.591.122;    0.32412160;     231119.60;     117971.60;  0.0052487117;  0.0012517329;31.397.318;27.241.570;11.916.914;24.690.000
       1014.88;         Blank;1;22.869.560;    0.39153430;     340357.60;     148825.60;  0.0066267381;  0.0012797603;43.615.449;38.677.724;11.984.387;24.690.000
       1035.58;        Sample;1;22.474.485;    0.38413188;     316219.60;     140701.60;  0.0055442738;  0.0012989487;48.220.786;27.284.235;12.056.252;24.690.000
       1035.58;     Reference;1;19.590.251;    0.32410171;     230235.60;     117525.60;  0.0056516054;  0.0014785865;41.001.643;26.674.017;12.123.764;24.690.000
       1035.58;         Blank;1;22.910.742;    0.39229568;     341199.60;     148925.60;  0.0048454438; 0.00097560473;34.961.964;27.552.973;12.191.454;24.693.300
       1056.30;        Sample;1;22.342.376;    0.38161624;     315665.60;     141285.60;  0.0056067327;  0.0010570320;31.218.888;32.585.563;12.263.496;24.690.000
       1056.30;     Reference;1;19.477.039;    0.32150580;     230151.60;     118165.60;  0.0055452607;  0.0014625670;40.707.920;26.362.813;12.331.099;24.693.300
       1056.30;         Blank;1;22.873.818;    0.39161311;     341285.60;     149203.60;  0.0065114476;  0.0014585072;57.056.279;34.377.318;12.399.998;24.693.300
       1077.09;        Sample;1;22.284.394;    0.38050564;     315755.60;     141693.60;  0.0053795088;  0.0013240608;50.474.360;25.631.395;12.471.337;24.706.600
       1077.09;     Reference;1;19.492.157;    0.32185360;     229433.60;     117705.60;  0.0061192746;  0.0017892164;53.769.097;24.586.860;12.539.308;24.700.000
       1077.09;         Blank;1;22.807.785;    0.39038858;     339725.60;     148951.60;  0.0049635787;  0.0012118332;49.664.220;24.013.110;12.606.091;24.700.000
       1097.67;        Sample;1;22.293.365;    0.38067773;     315463.60;     141505.60;  0.0043575705;  0.0011376226;44.691.104;19.056.923;12.677.214;24.713.300
       1097.67;     Reference;1;19.402.582;    0.31978762;     228887.60;     117967.60;  0.0044961726;  0.0010989309;27.879.855;23.255.605;12.745.663;24.700.000
       1097.67;         Blank;1;22.725.595;    0.38885755;     340287.60;     149737.60;  0.0057463049;  0.0012681084;48.804.896;31.182.181;12.813.860;24.700.000
       1118.46;        Sample;1;22.231.499;    0.37948899;     314841.60;     141619.60;  0.0060235052;  0.0013331181;47.031.994;32.012.202;12.885.898;24.716.600
       1118.46;     Reference;1;19.386.006;    0.31940394;     228100.40;     117662.40;  0.0052371861;  0.0012668252;31.551.428;27.304.135;12.952.910;24.716.600
       1118.46;         Blank;1;22.688.148;    0.38815745;     339270.40;     149536.40;  0.0054265410;  0.0012603500;50.060.679;28.148.890;13.049.840;24.710.000
       1142.12;        Sample;1;22.190.691;    0.37870238;     315166.40;     142026.40;  0.0064712148;  0.0014816824;53.698.103;33.613.155;13.121.632;24.710.000
       1142.12;     Reference;1;19.368.030;    0.31898735;     228210.40;     117828.40;  0.0058955747;  0.0015519280;42.603.780;28.329.304;13.190.135;24.716.600
       1142.12;         Blank;1;22.721.202;    0.38877550;     340096.40;     149682.40;  0.0043163079; 0.00086104997;30.222.021;25.132.072;13.257.208;24.710.000
       1162.83;        Sample;1;22.183.418;    0.37856197;     314446.40;     141748.40;  0.0053094721;  0.0014244019;56.484.670;22.420.432;13.328.277;24.723.300
       1162.83;     Reference;1;19.270.655;    0.31672182;     227344.40;     117974.40;  0.0053126700;  0.0014940295;43.160.874;23.583.402;13.396.934;24.723.300
       1162.83;         Blank;1;22.632.718;    0.38711817;     339188.40;     149866.40;  0.0059135207;  0.0012003312;42.645.442;34.325.869;13.464.905;24.726.600
       1183.63;        Sample;1;22.049.425;    0.37596385;     313852.40;     142340.40;  0.0050131608;  0.0010843879;37.158.976;27.628.323;13.536.697;24.726.600
       1183.63;     Reference;1;19.170.970;    0.31438687;     227046.40;     118432.40;  0.0050193660;  0.0011849591;27.827.136;27.400.922;13.605.586;24.723.300
