
Space=Sample,EmissionWavelength
Columns=Sample,EmissionWavelength,Intensity,IntensityStdError,RealTime,RealTemperature
Dark=70.4, 440.0
[Data]
        Sample	        490.00	     21112.000	     92.721806	     357.50884	     19.610000
        Sample	        491.00	     20924.000	     198.97068	     358.95234	     19.610000
        Sample	        492.00	     20540.000	     124.25780	     360.11124	     19.610000
        Sample	        493.00	     20180.000	     110.47373	     361.26549	     19.610000
        Sample	        494.00	     19604.000	     162.58468	     362.41768	     19.610000
        Sample	        495.00	     19248.000	     154.43661	     363.57984	     19.610000
        Sample	        496.00	     18636.000	     166.79462	     364.72403	     19.610000
        Sample	        497.00	     18532.000	     155.61205	     365.88599	     19.610000
        Sample	        498.00	     18140.000	     183.52112	     367.04681	     19.610000
        Sample	        499.00	     18760.000	     164.38437	     368.18618	     19.610000
        Sample	        500.00	     18656.000	     112.53839	     369.34782	     19.606600
        Sample	        501.00	     19160.000	     170.22860	     370.50677	     19.606600
        Sample	        502.00	     19288.000	     179.06423	     371.65879	     19.606600
        Sample	        503.00	     19764.000	     147.80768	     372.80986	     19.606600
        Sample	        504.00	     20060.000	     177.61381	     373.96725	     19.606600
        Sample	        505.00	     20704.000	     126.65965	     375.12116	     19.606600
        Sample	        506.00	     20604.000	     153.58819	     376.28580	     19.606600
        Sample	        507.00	     20496.000	     176.90676	     377.44234	     19.606600
        Sample	        508.00	     20292.000	     220.22615	     378.60171	     19.606600
        Sample	        509.00	     20284.000	     186.61428	     379.75618	     19.606600
        Sample	        510.00	     19100.000	     160.47153	     380.91163	     19.606600
        Sample	        511.00	     18600.000	     140.34877	     382.07076	     19.603300
        Sample	        512.00	     18528.000	     169.68467	     383.22090	     19.603300
        Sample	        513.00	     18608.000	     113.88883	     384.37516	     19.603300
        Sample	        514.00	     19060.000	     135.21999	     385.53132	     19.603300
        Sample	        515.00	     18980.000	     168.89181	     386.70094	     19.603300
        Sample	        516.00	     19136.000	     106.36624	     387.85285	     19.603300
        Sample	        517.00	     18488.000	     143.45576	     389.01763	     19.603300
        Sample	        518.00	     18044.000	     160.16103	     390.16800	     19.600000
        Sample	        519.00	     17376.000	     190.26998	     391.33491	     19.603300
        Sample	        520.00	     17124.000	     225.28599	     392.49222	     19.603300
        Sample	        521.00	     17000.000	     153.30435	     393.64145	     19.603300
        Sample	        522.00	     17496.000	     110.78708	     394.80914	     19.600000
        Sample	        523.00	     17420.000	     155.06271	     395.96007	     19.600000
        Sample	        524.00	     17420.000	     106.37460	     397.10252	     19.600000
        Sample	        525.00	     16984.000	     106.86648	     398.26474	     19.600000
        Sample	        526.00	     16488.000	     139.05075	     399.42248	     19.600000
        Sample	        527.00	     16340.000	     119.29422	     400.58317	     19.600000
        Sample	        528.00	     15748.000	     85.800803	     401.73669	     19.590000
        Sample	        529.00	     15148.000	     134.40238	     402.89035	     19.590000
        Sample	        530.00	     14472.000	     67.409198	     404.06011	     19.590000
        Sample	        531.00	     14208.000	     162.29466	     405.20411	     19.590000
        Sample	        532.00	     13604.000	     140.40576	     406.35909	     19.590000
        Sample	        533.00	     13104.000	     121.50171	     407.52541	     19.590000
        Sample	        534.00	     12264.000	     128.19430	     408.68006	     19.590000
        Sample	        535.00	     11512.000	     138.53840	     409.83643	     19.590000
        Sample	        536.00	     10848.000	     140.06982	     410.97526	     19.590000
        Sample	        537.00	     9992.0000	     92.913341	     412.02378	     19.590000
