EmissionWavelength;Intensity;IntensityStdError;RealTime;RealTemperature
677;696;24,729649;573,82277;19,5733
678;684;28,87521;574,98328;19,5733
679;628;29,242283;576,1353;19,5866
680;620;37,830029;577,29441;19,5866
681;652;47,347416;578,44998;19,5866
682;564;16,275407;579,60005;19,5866
683;572;21,540659;580,775;19,5733
684;636;19,275776;581,92315;19,5733
685;644;24,908722;583,07904;19,5733
686;624;43,081318;584,23494;19,5866
687;588;33,757304;585,39176;19,5866
688;584;42,247945;586,54819;19,5866
689;580;45,898439;587,69841;19,5866
690;588;35,801924;588,85841;19,5866
691;568;37,617963;590,02125;19,5866
692;572;24,62158;591,17326;19,5733
693;580;44,322054;592,33362;19,5733
694;520;29,81424;593,47895;19,5733
695;516;45,975839;594,63983;19,5733
696;552;36,172427;595,7988;19,5733
697;600;35,276684;596,95143;19,5733
698;528;33,092463;598,10594;19,5733
699;512;36,172427;599,26202;19,5733
700;496;43,081318;600,41703;19,5733
701;456;32,768549;601,58197;19,5733
702;468;29,844039;602,7387;19,5733
703;464;31,664912;603,89335;19,5733
704;424;19,955506;605,04912;19,5733
705;460;35,901099;606,20792;19,5733
706;416;31,09841;607,36907;19,5733
707;536;18,086213;608,51608;19,5733
708;384;28,720879;609,67277;19,5733
709;424;21,664102;610,82667;19,5733
710;452;36,295087;611,97936;19,5733
711;436;22,666667;613,14398;19,5733
712;428;23,132469;614,29448;19,5733
713;420;41,84628;615,45315;19,5733
714;452;33,757304;616,60517;19,5733
715;372;26,699979;617,76429;19,5733
716;408;38,087618;618,92047;19,5733
717;404;21,039645;620,07456;19,5733
718;348;17,938165;621,23489;19,5733
719;396;31,804961;622,3923;19,5733
720;316;31,804961;623,54682;19,5733
721;376;38,735571;624,71271;19,5733
722;376;27,455014;625,87272;19,5733
723;396;17,333333;627,0288;19,5733
724;352;31,439536;628,19663;19,5733
725;348;18,903263;629,43388;19,5733
726;380;22,509257;630,60563;19,5733
727;308;26,025628;631,75397;19,5733
728;304;28,720879;632,91189;19,5733
729;364;28,252827;634,05631;19,5733
730;336;38,735571;635,22339;19,5733
731;316;33,43983;636,36598;19,5733
732;348;26,025628;637,53151;19,5733
733;284;21,039645;638,68667;19,5733
734;292;23,132469;639,85822;19,5733
735;336;28,095077;641,01482;19,5733
