[Data]
     Reference	        480.00	     17207.200	     137.66949	     1096.8951	     19.653300
     Reference	        481.00	     20223.200	     139.84754	     1098.3512	     19.653300
     Reference	        482.00	     23323.200	     165.44083	     1099.5069	     19.653300
     Reference	        483.00	     27435.200	     103.62325	     1100.6583	     19.653300
     Reference	        484.00	     32231.200	     182.37446	     1101.7860	     19.650000
     Reference	        485.00	     36671.200	     119.77015	     1102.9686	     19.650000
     Reference	        486.00	     42863.200	     237.02227	     1104.1352	     19.650000
     Reference	        487.00	     48667.200	     213.98235	     1105.2852	     19.650000
     Reference	        488.00	     54103.200	     276.55339	     1106.4566	     19.650000
     Reference	        489.00	     60711.200	     449.41246	     1107.6018	     19.650000
     Reference	        490.00	     67291.200	     341.56242	     1108.7659	     19.653300
     Reference	        491.00	     72583.200	     166.75198	     1109.9314	     19.653300
     Reference	        492.00	     77647.200	     329.31174	     1111.0732	     19.653300
     Reference	        493.00	     81947.200	     292.71450	     1112.2455	     19.653300
     Reference	        494.00	     85023.200	     480.29806	     1113.3885	     19.653300
     Reference	        495.00	     87339.200	     288.33314	     1114.5498	     19.653300
     Reference	        496.00	     88447.200	     391.37592	     1115.6945	     19.653300
     Reference	        497.00	     88719.200	     329.54919	     1116.8623	     19.653300
     Reference	        498.00	     87459.200	     216.98541	     1118.0021	     19.653300
     Reference	        499.00	     86323.200	     358.60470	     1119.1514	     19.653300
     Reference	        500.00	     84727.200	     319.83607	     1120.1843	     19.653300
     Reference	        501.00	     83795.200	     424.07546	     1121.3670	     19.653300
     Reference	        502.00	     81795.200	     286.83716	     1122.5263	     19.653300
     Reference	        503.00	     80603.200	     293.86618	     1123.6848	     19.653300
     Reference	        504.00	     80651.200	     269.39933	     1124.8457	     19.653300
     Reference	        505.00	     80319.200	     276.00000	     1126.0039	     19.653300
     Reference	        506.00	     79587.200	     283.70877	     1127.1624	     19.653300
     Reference	        507.00	     80179.200	     141.38364	     1128.3188	     19.653300
     Reference	        508.00	     80847.200	     338.20704	     1129.4785	     19.653300
     Reference	        509.00	     82399.200	     176.32798	     1130.6335	     19.653300
     Reference	        510.00	     83871.200	     263.34262	     1131.7933	     19.666600
     Reference	        511.00	     85515.200	     192.11108	     1132.9510	     19.666600
     Reference	        512.00	     88303.200	     193.49878	     1134.0864	     19.666600
     Reference	        513.00	     90507.200	     183.18661	     1135.2497	     19.653300
     Reference	        514.00	     93159.200	     284.12517	     1136.4108	     19.666600
     Reference	        515.00	     95867.200	     475.67683	     1137.5719	     19.666600
     Reference	        516.00	     98991.200	     480.53489	     1138.6867	     19.666600
     Reference	        517.00	     102079.20	     246.82517	     1139.8770	     19.666600
     Reference	        518.00	     105391.20	     362.67892	     1141.0312	     19.666600
     Reference	        519.00	     109311.20	     348.63289	     1142.1973	     19.666600
     Reference	        520.00	     113427.20	     257.84061	     1143.3565	     19.666600
     Reference	        521.00	     117663.20	     281.27014	     1144.5199	     19.666600
     Reference	        522.00	     122079.20	     487.14862	     1145.6649	     19.666600
     Reference	        523.00	     126923.20	     428.73665	     1146.8271	     19.666600
     Reference	        524.00	     131895.20	     354.48868	     1147.9798	     19.666600
     Reference	        525.00	     137059.20	     363.05861	     1149.1224	     19.660000
     Reference	        526.00	     141539.20	     370.90640	     1150.2957	     19.666600
     Reference	        527.00	     147619.20	     386.39991	     1151.4632	     19.660000
     Reference	        528.00	     152267.20	     580.23137	     1152.6179	     19.660000
     Reference	        529.00	     158191.20	     551.15072	     1153.6752	     19.660000
     Reference	        530.00	     164035.20	     323.97531	     1154.8284	     19.660000
     Reference	        531.00	     169699.20	     634.28560	     1155.9825	     19.660000
     Reference	        532.00	     175731.20	     558.76690	     1157.1431	     19.660000
     Reference	        533.00	     180959.20	     441.67157	     1158.2967	     19.660000
     Reference	        534.00	     187147.20	     606.65348	     1159.4490	     19.660000
     Reference	        535.00	     190279.20	     492.55614	     1160.6112	     19.660000
     Reference	        536.00	     196479.20	     698.32689	     1161.7655	     19.660000
     Reference	        537.00	     199891.20	     404.34089	     1162.9193	     19.660000
     Reference	        538.00	     205599.20	     557.66019	     1164.0798	     19.660000
     Reference	        539.00	     208635.20	     980.28567	     1165.2382	     19.660000
     Reference	        540.00	     210559.20	     579.82219	     1166.3966	     19.660000
     Reference	        541.00	     215259.20	     442.98784	     1167.5469	     19.660000
     Reference	        542.00	     218363.20	     419.34552	     1168.7021	     19.660000
     Reference	        543.00	     220799.20	     559.66498	     1169.8505	     19.660000
     Reference	        544.00	     222891.20	     377.79242	     1171.0133	     19.660000
     Reference	        545.00	     225463.20	     619.56400	     1172.1820	     19.660000
     Reference	        546.00	     227791.20	     243.12411	     1173.3266	     19.660000
     Reference	        547.00	     229495.20	     479.67582	     1174.4508	     19.660000
     Reference	        548.00	     229655.20	     462.65898	     1175.6491	     19.660000
     Reference	        549.00	     232451.20	     542.98598	     1176.7958	     19.660000
     Reference	        550.00	     232315.20	     569.03817	     1177.9550	     19.660000
     Reference	        551.00	     234875.20	     603.95732	     1179.0973	     19.660000
     Reference	        552.00	     234855.20	     578.68049	     1180.2305	     19.660000
     Reference	        553.00	     237883.20	     540.24850	     1181.4207	     19.660000
     Reference	        554.00	     237575.20	     472.24288	     1182.5411	     19.660000
     Reference	        555.00	     240511.20	     554.81569	     1183.7414	     19.660000
     Reference	        556.00	     241371.20	     726.98342	     1184.8878	     19.660000
     Reference	        557.00	     243107.20	     444.81407	     1186.0486	     19.673300
     Reference	        558.00	     245195.20	     587.18159	     1187.1939	     19.673300
     Reference	        559.00	     246215.20	     591.05179	     1188.3479	     19.673300
     Reference	        560.00	     248251.20	     584.85174	     1189.5025	     19.660000
     Reference	        561.00	     251219.20	     480.19255	     1190.6657	     19.673300
