Time;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;;I1StdError;I2StdError;RealTime
172.87;1;5,0179943;0.66766336;9146.8;1822.8;0,08261753;0,007991144;67,800016;26,797486;856,2267;19,8466
178.86;1;5,2014825;0.67749647;9262.8;1780.8;0,10152341;0,009386934;79,961833;31,173538;862,21628;19,85
184.86;1;5,1339906;0.67394798;9165.2;1785.2;0,11121258;0,008976166;73,153048;35,950258;868,21903;19,85
193.8;1;5,2333644;0.67914598;8997.2;1719.2;0,11378684;0,009379073;75,665469;34,47043;877,16342;19,85
199.78;1;5,2264284;0.67878857;8891.2;1701.2;0,10334326;0,009787061;80,38853;29,915671;883,13742;19,8533
205.77;1;5,2021398;0.67753065;9141.2;1757.2;0,1109422;0,008418758;67,326385;35,168766;889,13324;19,8666
211.75;1;5,2625775;0.68064268;9163.2;1741.2;0,10407868;0,009233332;77,181945;31,15665;895,11423;19,86
217.75;1;5,2901806;0.68204411;9137.2;1727.2;0,094515595;0,00916395;77,642907;27,144836;901,10789;19,86
223.72;1;5,0930599;0.6717577;9041.2;1775.2;0,10032589;0,009120773;75,520649;31,669344;907,08688;19,86
229.7;1;5,2689385;0.68096672;9153.2;1737.2;0,12989322;0,010015327;80,799948;39,98684;913,06015;19,8733
235.69;1;5,0454342;0.66917182;9017.2;1787.2;0,11609736;0,008155725;61,823177;39,256243;919,04969;19,8733
241.67;1;5,1200546;0.67320553;9007.2;1759.2;0,098706898;0,008618648;70,457154;30,997453;925,03047;19,8766
247.68;1;5,1503489;0.67481519;9153.2;1777.2;0,099952572;0,008395768;69,116226;31,772216;931,04229;19,87
253.67;1;5,0821639;0.67116966;8981.2;1767.2;0,12976275;0,009166756;69,601875;42,993268;937,03592;19,87
259.66;1;5,1910916;0.67695519;8997.2;1733.2;0,10789276;0,009375386;76,550637;32,866556;943,02429;19,88
265.65;1;5,1198291;0.67319349;9109.2;1779.2;0,11650089;0,010548841;87,946156;36,660606;949,00685;19,8833
271.65;1;5,2010073;0.67747176;9087.2;1747.2;0,11366312;0,010925689;91,972536;33,841737;955,00646;19,8833
277.65;1;5,1224443;0.67333308;8919.2;1741.2;0,10951653;0,009001525;71,736359;34,491799;961,01042;19,8866
283.63;1;5,0340909;0.66854991;9037.2;1795.2;0,083190236;0,006967321;56,410152;27,468642;966,99142;19,89
289.63;1;5,2959231;0.68233411;9041.2;1707.2;0,1107407;0,008655423;69,298743;33,213821;972,99192;19,89
295.61;1;5,1286773;0.67366531;9135.2;1781.2;0,10558076;0,008174134;65,540666;34,369509;978,96958;19,89
301.58;1;5,3125443;0.68317054;8995.2;1693.2;0,13602218;0,012022362;98,605007;39,178404;984,94544;19,8933
307.59;1;5,1527555;0.67494239;9013.2;1749.2;0,12153896;0,008635843;66,318212;39,199893;990,95047;19,8933
313.58;1;5,0731653;0.67068244;9097.2;1793.2;0,12161271;0,009030241;70,8371;40,655161;996,9375;19,9
319.57;1;4,9973292;0.66651822;8981.2;1797.2;0,09260394;0,007972556;64,581242;30,693733;1002,927;19,9
325.55;1;5,2239011;0.67865813;9127.2;1747.2;0,087734656;0,007421182;61,112493;26,91116;1008,9135;19,9
331.54;1;5,2221202;0.67856616;9103.2;1743.2;0,12167405;0,008994056;71,075942;38,267755;1014,899;19,9
337.52;1;5,1450837;0.67453657;8979.2;1745.2;0,092202636;0,009638702;81,336209;26,985376;1020,8853;19,9133
343.53;1;5,1151144;0.67294153;9029.2;1765.2;0,13049435;0,010648709;85,715564;41,799018;1026,887;19,9133
349.5;1;5,335746;0.68433078;9141.2;1713.2;0,079892786;0,006729791;55,537564;23,445345;1032,8614;19,9166
355.5;1;5,1583485;0.6752376;9095.2;1763.2;0,090360305;0,008045622;66,750123;28,045076;1038,8578;19,91
361.5;1;5,139773;0.67425506;9237.2;1797.2;0,093400179;0,008426256;71,192844;29,57595;1044,8587;19,91
367.47;1;4,9687087;0.66491915;9019.2;1815.2;0,081625046;0,007499949;62,008488;27,082719;1050,8264;19,92
373.46;1;5,1234652;0.67338755;9013.2;1759.2;0,092428198;0,009549315;80,758249;27,545178;1056,8202;19,9233
382.39;1;5,0139134;0.66743785;9081.2;1811.2;0,085409341;0,007981173;66,735929;27,834095;1065,7506;19,9266
388.4;1;5,017038;0.66761054;9187.2;1831.2;0,098710505;0,008671735;72,280157;33,023118;1071,7568;19,9266
394.39;1;5,2580198;0.68041009;9113.2;1733.2;0,083813651;0,008109163;68,516613;24,361315;1077,7484;19,93
400.39;1;4,883516;0.66006721;9089.2;1861.2;0,10885878;0,010675539;90,214948;37,148351;1083,746;19,93
406.36;1;4,9577072;0.66430039;9237.2;1863.2;0,093010668;0,009162972;78,79487;31,132991;1089,7255;19,93
412.37;1;5,0832961;0.67123087;9105.2;1791.2;0,12557206;0,009900607;79,433521;41,396669;1095,7371;19,9333
418.36;1;5,1264064;0.67354434;9295.2;1813.2;0,088664958;0,006706442;54,281915;29,51895;1101,7216;19,9466
424.35;1;5,0730024;0.67067361;9117.2;1797.2;0,10674556;0,008635138;69,903693;35,216623;1107,7107;19,9466
