Time;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;I1StdError;I2StdError;RealTime;RealTemperature
1189.85;1;33.228.346;0.53734062;16.880.000;50.800.000;0.13951618;0.015697833;22.664.603;20.209.430;15.041.819;20.460.000
1195.61;1;32.066.421;0.52456140;17.380.000;54.200.000;0.18621658;0.024397245;39.881.403;28.913.665;15.099.439;20.473.300
1201.31;1;34.789.916;0.55347092;16.560.000;47.600.000;0.17634451;0.022148755;35.015.786;21.928.112;15.156.419;20.476.600
1206.98;1;34.603.175;0.55160142;17.440.000;50.400.000;0.16423652;0.018752489;29.365.214;22.365.387;15.213.126;20.476.600
1212.66;1;34.015.748;0.54561717;17.280.000;50.800.000;0.16657492;0.023022586;39.470.175;22.004.784;15.269.909;20.470.000
1218.33;1;35.303.644;0.55853441;17.440.000;49.400.000;0.15724460;0.018291129;29.365.214;20.370.257;15.326.651;20.480.000
1224.03;1;30.036.364;0.50045413;16.520.000;55.000.000;0.16074021;0.021374544;31.907.762;27.449.475;15.383.595;20.480.000
1229.79;1;35.435.685;0.55981735;17.080.000;48.200.000;0.18723331;0.022151194;35.243.514;23.445.345;15.441.261;20.483.300
1235.47;1;30.370.370;0.50458716;16.400.000;54.000.000;0.15737665;0.020589989;30.380.049;26.133.262;15.497.994;20.483.300
1241.13;1;31.893.939;0.52260398;16.840.000;52.800.000;0.17610864;0.020018832;27.667.195;27.834.095;15.554.657;20.486.600
1246.82;1;33.576.923;0.54104148;17.460.000;52.000.000;0.14376594;0.018073514;29.661.245;20.437.324;15.611.481;20.490.000
1252.50;1;28.384.880;0.47896150;16.520.000;58.200.000;0.12299955;0.019493080;32.170.598;22.529.513;15.668.376;20.490.000
1258.17;1;34.237.288;0.54789272;16.160.000;47.200.000;0.19871332;0.017999082;19.161.365;26.817.119;15.725.088;20.490.000
1263.85;1;32.255.639;0.52669039;17.160.000;53.200.000;0.15885910;0.019134408;29.033.556;24.606.375;15.781.816;20.490.000
1269.62;1;32.895.753;0.53375338;17.040.000;51.800.000;0.14318808;0.019486799;32.366.324;20.287.409;15.839.557;20.493.300
1275.31;1;33.200.000;0.53703704;16.600.000;50.000.000;0.15716913;0.022680302;37.847.339;20.744.054;15.896.400;20.493.300
1281.07;1;32.097.378;0.52491103;17.140.000;53.400.000;0.14965877;0.023214766;40.964.683;21.378.789;15.954.020;20.506.600
1286.74;1;33.333.333;0.53846154;16.800.000;50.400.000;0.18044414;0.018420804;23.682.105;26.341.882;16.010.673;20.506.600
1292.39;1;34.481.328;0.55037313;16.620.000;48.200.000;0.16994647;0.023305270;38.418.745;20.981.195;16.067.278;20.500.000
1301.01;1;30.789.474;0.50967742;16.380.000;53.200.000;0.13321584;0.017719918;26.828.893;21.304.805;16.153.458;20.500.000
1306.68;1;34.049.587;0.54596623;16.480.000;48.400.000;0.15920064;0.019841336;30.793.027;20.744.054;16.210.061;20.500.000
1312.35;1;30.754.717;0.50925926;16.300.000;53.000.000;0.16238264;0.021350750;31.825.180;26.000.000;16.266.794;20.513.300
1318.05;1;31.068.702;0.51301115;16.280.000;52.400.000;0.15537381;0.022232830;35.434.149;23.593.041;16.323.765;20.513.300
1323.71;1;32.773.438;0.53242009;16.780.000;51.200.000;0.17995744;0.026125454;44.054.990;24.691.784;16.380.410;20.516.600
1329.38;1;31.538.462;0.51851852;16.400.000;52.000.000;0.18932478;0.023189190;33.390.828;29.365.214;16.437.141;20.510.000
1335.05;1;33.823.529;0.54362416;16.100.000;47.600.000;0.17801345;0.020570565;29.490.409;23.485.718;16.493.905;20.510.000
1340.73;1;35.413.223;0.55959964;17.140.000;48.400.000;0.15299591;0.015691651;22.566.860;19.915.611;16.550.584;20.520.000
1346.41;1;33.729.508;0.54264292;16.460.000;48.800.000;0.20681716;0.025397593;38.811.284;27.621.502;16.607.385;20.523.300
1352.10;1;31.417.625;0.51711378;16.400.000;52.200.000;0.10897590;0.020645651;37.207.809;13.695.946;16.664.375;20.523.300
1357.86;1;34.065.041;0.54612546;16.760.000;49.200.000;0.11564742;0.016734657;28.358.606;14.480.477;16.721.948;20.523.300
1363.55;1;37.554.585;0.57943067;17.200.000;45.800.000;0.16422735;0.021441105;36.407.055;17.525.921;16.778.796;20.526.600
1369.22;1;33.928.571;0.54471545;17.100.000;50.400.000;0.17161616;0.022131750;36.276.714;23.142.579;16.835.547;20.530.000
1374.91;1;33.398.438;0.53915392;17.100.000;51.200.000;0.14296169;0.021278468;37.080.283;18.895.836;16.892.420;20.530.000
1380.68;1;31.143.911;0.51390135;16.880.000;54.200.000;0.14155783;0.022037455;38.124.450;21.378.789;16.950.149;20.530.000
1386.34;1;32.980.392;0.53467153;16.820.000;51.000.000;0.19012193;0.023476082;36.276.714;27.264.784;17.006.695;20.530.000
1392.01;1;33.745.020;0.54280510;16.940.000;50.200.000;0.17230807;0.017646994;23.481.236;24.670.460;17.063.432;20.533.300
1397.72;1;34.080.000;0.54627949;17.040.000;50.000.000;0.12833440;0.016331971;26.532.998;17.143.358;17.120.497;20.546.600
1403.47;1;32.851.562;0.53327256;16.820.000;51.200.000;0.17249240;0.021075076;32.219.641;25.030.508;17.177.991;20.546.600
