Time;Sample;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;I1StdError;I2StdError;RealTime;RealTemperature
451.65;Reference;1;1,8306862;0.29345753;28354.4;15488.4;0,013653876;0,003644714;120,36786;94,98033;2297,3406;20,5233
451.65;Sample2;1;2,8399115;0.47915466;28752.4;10124.4;0,021567447;0,004011867;125,8395;62,836463;2304,5431;20,53
472.85;Sample;1;1,9098272;0.31267397;18392.4;9630.4;0,022662274;0,005934691;129,30502;92,059477;2311,962;20,53
472.85;Reference;1;1,8826055;0.30618325;28936.4;15370.4;0,015705512;0,004002461;130,9552;107,71893;2318,8625;20,53
472.85;Sample2;1;2,8115689;0.47528169;28988.4;10310.4;0,0190612;0,003830145;124,75745;54,009746;2326,0422;20,5466
494.4;Sample;1;1,8695833;0.30303469;17982.4;9618.4;0,02059774;0,005360103;111,13197;87,726849;2333,5317;20,5466
494.4;Reference;1;1,8544287;0.29933441;28540.4;15390.4;0,015258911;0,004027464;133,77987;104,08094;2340,3356;20,54
494.4;Sample2;1;2,8268;0.47737013;29162.4;10316.4;0,027988769;0,004284191;121,26005;92,700991;2347,5157;20,54
515.85;Sample;1;1,8395097;0.29565305;18068.4;9822.4;0,021111662;0,006861008;172,51758;62,549349;2354,9576;20,54
515.85;Reference;1;1,8209655;0.29102287;27974.4;15362.4;0,012232631;0,00336569;113,28585;82,339477;2361,7545;20,5533
515.85;Sample2;1;2,7945174;0.47292375;29114.4;10418.4;0,023429148;0,004415064;140,71995;71,371526;2368,7514;20,5533
537.1;Sample;1;1,8153312;0.289604;17344.4;9554.4;0,028557472;0,00912549;217,6598;90,635185;2376,0751;20,5533
537.1;Reference;1;1,8307796;0.29348085;28198.4;15402.4;0,014420012;0,004101537;144,87454;91,954222;2382,819;20,5533
537.1;Sample2;1;2,8685175;0.48300609;29426.4;10258.4;0,023673527;0,003850265;115,71653;74,43259;2390,0285;20,56
558.35;Sample;1;1,8434128;0.2966199;19203.2;10417.2;0,01934686;0,005207897;118,55268;88,414097;2397,4476;20,55
558.35;Reference;1;1,8605372;0.30083063;28565.2;15353.2;0,014149382;0,00376689;126,97202;94,740643;2407,115;20,56
558.35;Sample2;1;2,8311221;0.47795974;29277.2;10341.2;0,023275447;0,00501612;168,7421;60,626553;2414,3691;20,5666
582.73;Sample;1;1,7455626;0.27155185;17859.2;10231.2;0,016840902;0,005479829;135,44158;61,01596;2421,8575;20,57
582.73;Reference;1;1,8545355;0.29936062;28573.2;15407.2;0,017364145;0,004975597;180,61591;106,42121;2428,6601;20,57
582.73;Sample2;1;2,8533763;0.48097465;29393.2;10301.2;0,027525215;0,005342624;174,30463;78,376957;2435,8601;20,57
604.18;Sample;1;1,6472479;0.24449842;16807.2;10203.2;0,018290308;0,005928164;134,11386;78,780174;2443,3103;20,5733
604.18;Reference;1;1,8307423;0.29347154;28027.2;15309.2;0,014880927;0,004223472;147,95163;94,625022;2450,0777;20,5733
604.18;Sample2;1;2,9105307;0.48856046;29551.2;10153.2;0,02478896;0,005050529;168,31299;64,293734;2457,0979;20,5866
625.41;Sample;1;1,6599772;0.24811386;16907.2;10185.2;0,015706081;0,004788713;101,5418;74,46511;2464,3752;20,58
625.41;Reference;1;1,823926;0.29176614;27919.2;15307.2;0,0131666;0,003656101;124,30523;86,979731;2471,1203;20,5866
625.41;Sample2;1;2,8707933;0.48331005;29515.2;10281.2;0,02532034;0,005119663;170,11699;68,639409;2478,2622;20,58
646.62;Sample;1;1,669104;0.25068487;17257.2;10339.2;0,019340014;0,006268698;146,7479;81,377612;2485,5853;20,5933
646.62;Reference;1;1,836935;0.29501381;28221.2;15363.2;0,01427342;0,004590784;179,13182;68,855302;2492,3535;20,58
646.62;Sample2;1;2,8328966;0.47820142;29403.2;10379.2;0,025259102;0,004779663;154,3748;74,799381;2499,4651;20,59
667.78;Sample;1;1,6222145;0.23728588;16743.2;10321.2;0,016840113;0,00525037;110,97653;82,460836;2506,8698;20,5933
667.78;Reference;1;1,8133896;0.28911376;27823.2;15343.2;0,012761769;0,003708239;131,24505;80,131471;2513,569;20,59
667.78;Sample2;1;2,87483;0.48384832;29591.2;10293.2;0,026464969;0,004939702;159,89734;76,715469;2520,721;20,6033
689.01;Sample;1;1,6645755;0.24941139;17087.2;10265.2;0,016866011;0,005289747;117,94379;76,142526;2528,1485;20,6
689.01;Reference;1;1,811029;0.28851676;27823.2;15363.2;0,012633713;0,003399264;109,98564;88,305689;2534,9447;20,6
689.01;Sample2;1;2,8660586;0.48267726;29409.2;10261.2;0,032275177;0,005190038;154,73645;102,16499;2542,0563;20,61
710.37;Sample;1;1,6894156;0.25634402;17021.2;10075.2;0,018284982;0,005303432;107,3499;88,619827;2549,4544;20,6066
710.37;Reference;1;1,822175;0.29132672;27761.2;15235.2;0,016349963;0,00364537;75,252557;130,3146;2556,2052;20,61
710.37;Sample2;1;2,9030852;0.48758485;29847.2;10281.2;0,02258819;0,004634561;156,35048;59,150121;2563,408;20,6133
731.69;Sample;1;1,6371574;0.24160766;16799.2;10261.2;0,016401082;0,005158589;111,86082;76,803235;2570,6631;20,6133
731.69;Reference;1;1,8079555;0.287738;27689.2;15315.2;0,013605376;0,003838171;130,82009;89,705952;2577,438;20,6133
731.69;Sample2;1;2,8925861;0.48620276;29730;10278;0,02360764;0,00398338;123,84965;72,132918;2584,641;20,62
755.97;Sample;1;1,6509378;0.24555001;16724;10130;0,015374566;0,004744924;100,64633;71,99269;2595,0509;20,62
755.97;Reference;1;1,8219178;0.29126214;27930;15330;0,012023691;0,002952656;82,919111;90,354856;2601,8704;20,6333
755.97;Sample2;1;2,8679428;0.48292927;29666;10344;0,027404191;0,005037001;162,3894;81,014619;2609,0281;20,6366
777.33;Sample;1;1,559335;0.218547;16320;10466;0,014821147;0,005163497;119,17612;63,675162;2616,4321;20,63
777.33;Reference;1;1,8426847;0.29643974;27784;15078;0,013707518;0,003364649;96,262798;99,255121;2623,2516;20,63
777.33;Sample2;1;3,1018326;0.51241306;29790;9604;0,047201442;0,005438009;129,33758;140,07216;2630,4319;20,64
855.73;Sample;1;2,6058896;0.44535184;21238;8150;0,0300063;0,005668875;129,74063;79,55005;2694,8129;20,6666
855.73;Reference;1;3,0745987;0.50915411;39072;12708;0,024758907;0,003707735;144,99074;90,820818;2701,6345;20,6533
855.73;Sample2;1;3,2003626;0.52385064;28240;8824;0,030238835;0,004555134;130,70175;72,686783;2708,7487;20,66
877.06;Sample;1;2,512232;0.43056154;19922;7930;0,025957626;0,00535053;119,51745;66,710687;2716,1688;20,66
877.06;Reference;1;3,0604858;0.5074481;38556;12598;0,023988142;0,003686353;144,02047;86,808925;2722,9879;20,66
877.06;Sample2;1;3,2545815;0.52991851;26284;8076;0,040531021;0,006574994;181,19835;83,759053;2730,2497;20,6733
898.62;Sample;1;2,6795388;0.45645361;19984;7458;0,028941726;0,006464022;150,71479;57,665095;2737,7393;20,6766
898.62;Reference;1;3,1027375;0.51252061;38536;12420;0,025969152;0,003550731;129,89388;95,149743;2744,5359;20,6766
898.62;Sample2;1;3,2018514;0.52401934;24904;7778;0,030057388;0,006178901;171,88491;49,492158;2751,7215;20,68
920.05;Sample;1;2,5901374;0.44291826;19224;7422;0,029605061;0,004846591;89,036953;77,556092;2759,1667;20,68
920.05;Reference;1;3,09936;0.51211896;38742;12500;0,021498537;0,004237383;182,48057;63,650361;2765,9408;20,6833
920.05;Sample2;1;3,0666562;0.50819546;23445.2;7645.2;0,032990306;0,005338571;130,11655;70,45566;2773,0459;20,6833
944.44;Sample;1;2,6403528;0.4506027;19399.2;7347.2;0,026709026;0,004446483;85,303174;66,932802;2783,5549;20,69
944.44;Reference;1;3,0659222;0.50810668;38769.2;12645.2;0,026427266;0,003889256;149,2289;97,526245;2790,3517;20,69
944.44;Sample2;1;3,1959249;0.52334705;24657.2;7715.2;0,029408514;0,006352711;176,67991;44,542115;2797,4949;20,6866
965.88;Sample;1;2,5987664;0.44425401;19213.2;7393.2;0,027813833;0,005685643;122,81865;63,463209;2804,9602;20,6933
965.88;Reference;1;3,052227;0.50644423;38431.2;12591.2;0,024059552;0,003192622;112,34908;92,173749;2811,8539;20,7066
965.88;Sample2;1;3,0632309;0.50778086;24203.2;7901.2;0,03717619;0,006280905;160,90272;80,224684;2818,9446;20,7066
987.3;Sample;1;2,6151007;0.44676506;19271.2;7369.2;0,030055795;0,0051831;101,06382;75,364378;2826,3649;20,7
987.3;Reference;1;3,054546;0.50672653;38729.2;12679.2;0,022160198;0,00314922;117,82145;83,507327;2833,042;20,7
987.3;Sample2;1;3,0518628;0.50639987;23985.2;7859.2;0,028249237;0,004861412;124,25695;60,287033;2840,2765;20,7133
1008.65;Sample;1;2,6208001;0.44763589;19313.2;7369.2;0,025613849;0,005278977;115,21239;57,048456;2847,6509;20,7
1008.65;Reference;1;3,059511;0.50732983;38743.2;12663.2;0,019927295;0,003726504;158,30417;64,22985;2854,3503;20,7
1008.65;Sample2;1;3,1079844;0.51314323;24165.2;7775.2;0,031433317;0,005239492;133,53415;65,861098;2861,6052;20,7166
1029.99;Sample;1;2,6519969;0.45235441;19283.2;7271.2;0,026264049;0,00447708;87,366138;64,032886;2868,9564;20,7166
1029.99;Reference;1;3,069571;0.50854771;38809.2;12643.2;0,023539697;0,00361929;142,50319;85,120348;2875,7029;20,7166
1029.99;Sample2;1;3,0340385;0.50421891;24209.2;7979.2;0,031290492;0,006077322;163,1912;62,279506;2882,861;20,72
1051.23;Sample;1;2,5894182;0.44280664;19263.2;7439.2;0,026329206;0,004977685;103,12588;64,308467;2890,3541;20,7266
1051.23;Reference;1;3,0297092;0.50368627;38711.2;12777.2;0,023917437;0,003400573;126,5876;91,806433;2897,1504;20,7233
1051.23;Sample2;1;2,9981908;0.49977374;23863.2;7959.2;0,024678026;0,004604485;120,41682;51,756515;2904,3101;20,73
1072.67;Sample;1;2,6317717;0.44930459;19257.2;7317.2;0,02777857;0,004708248;90,838202;69,091853;2911,6969;20,73
1072.67;Reference;1;2,997011;0.4996261;38503.2;12847.2;0,022984853;0,003643482;143,51673;86,108866;2918,4112;20,73
1072.67;Sample2;1;3,0128167;0.50159697;24353.2;8083.2;0,027710107;0,004104443;98,505677;66,769044;2925,5914;20,7333
1093.92;Sample;1;2,6570976;0.45311822;19437.2;7315.2;0,025578945;0,004731401;98,53132;59,866518;2932,8984;20,7333
1093.92;Reference;1;3,0254232;0.50315783;38747.2;12807.2;0,017651345;0,002971928;121,4994;63,012112;2939,7854;20,7333
1093.92;Sample2;1;2,9554697;0.49437105;24185.2;8183.2;0,028202445;0,005157417;135,66134;63,172279;2946,966;20,74
1115.27;Sample;1;2,6022249;0.44478758;19275.2;7407.2;0,023851179;0,004061179;78,060705;60,905449;2954,3705;20,74
1115.27;Reference;1;3,0103303;0.50128796;38466;12778;0,020146838;0,004145824;179,78876;61,207155;2961,2119;20,74
1115.27;Sample2;1;2,9869218;0.49835986;24666;8258;0,027261008;0,005719679;159,98618;53,024324;2971,2842;20,7566
1139.65;Sample;1;2,6556512;0.45290185;19126;7202;0,023196534;0,004084936;81,07047;55,004306;2978,6598;20,75
1139.65;Reference;1;2,9828783;0.49785059;38676;12966;0,022525237;0,003416622;131,55267;87,417931;2985,4835;20,7566
1139.65;Sample2;1;3,0417881;0.50516951;25040;8232;0,033592771;0,006245341;171,17796;71,401017;2992,6814;20,76
1160.97;Sample;1;2,5754054;0.44062287;19058;7400;0,024769812;0,004245085;80,465749;63,947347;3000,063;20,7633
1160.97;Reference;1;2,9970693;0.49963339;38860;12966;0,019540992;0,003686399;157,56302;66,203832;3006,8599;20,7633
1160.97;Sample2;1;3,0183886;0.50228805;24950;8266;0,026364502;0,005792969;165,39522;47,013996;3014,0401;20,7666
1182.41;Sample;1;2,6263646;0.44848348;19246;7328;0,02798478;0,005148305;105,33056;66,995679;3021,4891;20,77
1182.41;Reference;1;2,9886804;0.49858104;38548;12898;0,022184652;0,003432259;133,40875;84,697605;3028,2858;20,77
1182.41;Sample2;1;2,9920939;0.49900978;24978;8348;0,037742485;0,006596956;176,29819;87,274522;3035,4661;20,77
