Time;Sample;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;I1StdError;I2StdError;RealTime;RealTemperature
881.62;Sample2;1;2,9406628;0.49247116;35424.4;12046.4;0,020214017;0,003571063;135,64272;68,769638;4335,8922;21,18
902.96;Sample;1;2,3771415;0.40778319;24642.4;10366.4;0,022131753;0,004445974;117,98662;82,772993;4343,1558;21,18
902.96;Reference;1;1,5779171;0.22417986;11478.4;7274.4;0,022340664;0,00707425;101,3758;80,498447;4350,0351;21,18
902.96;Sample2;1;3,0037479;0.50046805;34622.4;11526.4;0,025838101;0,003934726;136,37719;88,143424;4357,2157;21,1933
924.3;Sample;1;2,3844869;0.40906848;24556.4;10298.4;0,020483023;0,003936821;100,37718;77,806778;4364,4772;21,1933
924.3;Reference;1;1,5601467;0.21879476;11402.8;7308.8;0,020142605;0,005994693;72,575188;82,098785;4371,3189;21,1933
924.3;Sample2;1;3,1028871;0.51253838;34090.8;10986.8;0,023231839;0,003896071;140,38368;68,700724;4381,4818;21,1966
948.63;Sample;1;2,3776362;0.40786992;24486.8;10298.8;0,020570276;0,003843311;94,722864;79,698115;4388,8903;21,19
948.63;Reference;1;1,6031826;0.23170968;11444.8;7138.8;0,018883649;0,00614205;93,087395;60,820703;4395,633;21,2
948.63;Sample2;1;3,1749774;0.52095549;33720.8;10620.8;0,023778367;0,00409219;147,39564;64,589391;4402,6252;21,2
969.73;Sample;1;2,3561389;0.40407711;24340.8;10330.8;0,021672706;0,004182484;105,04736;83,918507;4410,0216;21,2033
969.73;Reference;1;1,6079629;0.23311793;11372.8;7072.8;0,018410106;0,005479774;71,471746;67,689694;4416,8402;21,2033
969.73;Sample2;1;3,1414939;0.51708247;33578.8;10688.8;0,026248088;0,004123617;142,76296;76,881317;4423,9975;21,2066
991.07;Sample;1;2,3079132;0.39538922;24428.8;10584.8;0,020813156;0,003719627;82,711929;88,472416;4431,2641;21,21
991.07;Reference;1;1,5929957;0.22869136;11298.8;7092.8;0,021588315;0,006476079;83,667261;80,503678;4438,1007;21,21
991.07;Sample2;1;3,1723997;0.52065953;34086.8;10744.8;0,029680749;0,005841803;220,66836;72,576638;4445,3255;21,2133
1012.4;Sample;1;2,3919727;0.41037261;24648.8;10304.8;0,018400036;0,004199046;121,35724;60,905449;4452,7223;21,2266
1012.4;Reference;1;1,5205064;0.20650867;11240.8;7392.8;0,015915358;0,005467182;83,598036;54,452297;4459,5709;21,2133
1012.4;Sample2;1;3,1959736;0.52335257;34416.8;10768.8;0,024554085;0,004472413;167,18348;64,098608;4466,7512;21,22
1033.86;Sample;1;2,3560163;0.40405535;24678.8;10474.8;0,019391019;0,004177118;116,37598;70,658556;4474,1486;21,22
1033.86;Reference;1;1,5693165;0.22158286;11378.8;7250.8;0,019687903;0,006006992;78,527233;75,965366;4480,9971;21,22
1033.86;Sample2;1;3,1800494;0.52153675;34518.8;10854.8;0,03028906;0,004906597;177,14163;87,099459;4488,0866;21,2333
1055.16;Sample;1;2,3278489;0.39901118;24504.8;10526.8;0,018563034;0,004269816;122,58617;65,371811;4495,4859;21,2333
1055.16;Reference;1;1,5354763;0.21119359;11062.8;7204.8;0,017988881;0,005535656;68,023216;71,847792;4502,3814;21,2366
1055.16;Sample2;1;3,1868787;0.52231719;34624.8;10864.8;0,032311495;0,00413125;131,59747;102,12479;4509,5811;21,23
1076.7;Sample;1;2,3066712;0.39516213;24258.8;10516.8;0,01912364;0,00475535;140,59348;62,347076;4517,0003;21,24
1076.7;Reference;1;1,5138521;0.20440826;11212.8;7406.8;0,018216602;0,005660192;69,439864;76,418515;4523,8509;21,24
1076.7;Sample2;1;3,1708139;0.52047729;34608.8;10914.8;0,026328596;0,004608602;171,2837;72,772175;4531,03;21,2433
1098.16;Sample;1;2,3088441;0.39555931;24424.8;10578.8;0,022263792;0,004536117;118,4283;88,175662;4538,4496;21,2466
1098.16;Reference;1;1,5212345;0.2067378;11218.8;7374.8;0,015803761;0,005271646;76,73742;57,665095;4545,2472;21,2466
1098.16;Sample2;1;3,2121257;0.52518036;34712.8;10806.8;0,023649456;0,004267675;160,44937;61,932051;4552,4603;21,25
1119.61;Sample;1;2,2844971;0.39107877;24237.6;10609.6;0,018132311;0,004803689;145,91995;54,875937;4559,8139;21,2533
1119.61;Reference;1;1,5329631;0.21041094;11263.6;7347.6;0,018484016;0,006191927;92,05376;65,139526;4569,6871;21,2533
1119.61;Sample2;1;3,15259;0.51837288;34519.6;10949.6;0,031057501;0,004714774;165,3443;94,260557;4576,8654;21,2666
1143.99;Sample;1;2,3039933;0.3946719;24301.6;10547.6;0,019561401;0,00423102;115,30828;74,261274;4584,2026;21,2666
1143.99;Reference;1;1,5040463;0.20129273;11225.6;7463.6;0,014889251;0,00531922;85,080767;47,5306;4591,0663;21,26
1143.99;Sample2;1;3,1262132;0.51529408;34399.6;11003.6;0,02970003;0,005522206;207,75441;80,69566;4598,0798;21,26
1165.21;Sample;1;2,2784934;0.38996369;24269.6;10651.6;0,014687735;0,003796103;114,2518;46,906402;4605,5694;21,26
1165.21;Reference;1;1,5394708;0.21243433;11123.6;7225.6;0,015980189;0,005148054;70,979612;59,159019;4612,3723;21,2766
1165.21;Sample2;1;3,1577823;0.51897433;34879.6;11045.6;0,029997017;0,006004746;233,13831;74,556937;4619,5549;21,2733
1186.65;Sample;1;2,3014558;0.39420664;24219.6;10523.6;0,022073147;0,004719002;126,97202;84,51845;4626,88;21,27
