Time;Sample;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;I1StdError;I2StdError;RealTime;RealTemperature
545.9;Sample2;1;2,8251839;0.47714933;29490.4;10438.4;0,024632109;0,003897093;114,36231;81,512027;644,52367;20,0333
570.28;Sample;1;1,7482814;0.27227248;25228.4;14430.4;0,009692224;0,002766151;84,498521;63,74951;654,91164;20,0333
570.28;Reference;1;1,9875225;0.33054898;33514.4;16862.4;0,012582565;0,00297051;108,49788;91,73876;661,67792;20,0333
570.28;Sample2;1;2,7622399;0.46840179;28728.4;10400.4;0,021829387;0,003858093;117,1908;70,395873;668,85399;20,0366
591.7;Sample;1;1,7396604;0.26998252;25288.4;14536.4;0,013963397;0,00415963;133,67281;87,80241;676,31131;20,03
591.7;Reference;1;1,9949745;0.33221469;33504.4;16794.4;0,013785924;0,003668928;151,57489;87,726849;683,09959;20,03
591.7;Sample2;1;2,7810911;0.47105215;28874.4;10382.4;0,02281282;0,004532092;146,36364;66,95796;690,27629;20,04
613.13;Sample;1;1,7433061;0.27095268;25470.4;14610.4;0,01359871;0,003875079;118,89314;91,310921;697,72567;20,0433
613.13;Reference;1;1,9609223;0.3245348;33540.4;17104.4;0,014667246;0,003750825;148,32326;103,18201;704,52033;20,0433
613.13;Sample2;1;2,7355184;0.46459907;28844.4;10544.4;0,022535817;0,004652905;152,24012;66,698063;711,55509;20,0466
634.37;Sample;1;1,7482175;0.27225557;25304.4;14474.4;0,013732317;0,003898076;118,56244;91,255569;718,80842;20,05
634.37;Reference;1;1,9463267;0.32118865;33158.4;17036.4;0,013444028;0,003339405;125,65617;98,385921;725,65616;20,05
634.37;Sample2;1;2,7987627;0.47351278;28772.4;10280.4;0,02844345;0,004510503;128,61284;93,829633;732,83469;20,05
655.68;Sample;1;1,734323;0.26855751;25422.4;14658.4;0,014580261;0,004629103;159,21915;82,206415;740,13388;20,05
655.68;Reference;1;1,9959111;0.33242346;33388.4;16728.4;0,015787216;0,004067112;163,02083;104,10015;746,95152;20,05
655.68;Sample2;1;2,7749317;0.47018909;28860.4;10400.4;0,027558529;0,003695297;86,886496;98,428708;754,13747;20,0533
676.92;Sample;1;1,8018402;0.28618342;25536.4;14172.4;0,010423867;0,003213084;109,678;54,927704;761,5057;20,0666
676.92;Reference;1;1,9586765;0.32402208;33008.4;16852.4;0,017202973;0,00454588;182,35593;115,06611;768,32338;20,0666
676.92;Sample2;1;2,7425663;0.46560733;28666.4;10452.4;0,023878169;0,004267171;129,84525;77,718791;775,50911;20,06
698.4;Sample;1;1,7618902;0.27585824;25294.4;14356.4;0,014412518;0,003763125;100,87616;102,53523;782,83625;20,06
698.4;Reference;1;1,9669202;0.32590031;33202.4;16880.4;0,012612464;0,003237583;127,48251;86,692439;789,60361;20,06
698.4;Sample2;1;2,7512798;0.46684862;28592.4;10392.4;0,021242861;0,003959845;122,98994;66,634905;796,86275;20,0733
719.66;Sample;1;1,7375624;0.26942305;25188.4;14496.4;0,013035266;0,004275535;149,83148;66,267401;804,2301;20,0766
719.66;Reference;1;1,9661271;0.32572007;32992.4;16780.4;0,013281303;0,003531904;142,67445;87,08012;811,04731;20,0766
719.66;Sample2;1;2,7222625;0.46269238;28530.4;10480.4;0,021808543;0,004299455;136,51605;67,338892;818,22595;20,07
741.09;Sample;1;1,7691879;0.27776661;25420.4;14368.4;0,015021734;0,004551311;151,21891;87,051104;825,65233;20,08
741.09;Reference;1;1,9247697;0.31618547;32677.2;16977.2;0,016096691;0,003917796;139,69214;122,02761;832,46866;20,07
741.09;Sample2;1;2,7363591;0.46471954;28505.2;10417.2;0,021926026;0,004064008;125,32988;69,783123;842,51943;20,0833
765.41;Sample;1;1,7671732;0.27724075;25633.2;14505.2;0,009364147;0,002879173;97,741873;53,372573;849,84623;20,0833
765.41;Reference;1;1,9379591;0.31925534;32711.2;16879.2;0,015497599;0,004348601;180,79357;97,553224;856,5682;20,0866
765.41;Sample2;1;2,7497993;0.46663813;28777.2;10465.2;0,022992658;0,004855593;159,79658;65,423318;863,73012;20,09
786.61;Sample;1;1,7956968;0.28461484;25605.2;14259.2;0,011991574;0,003183175;91,916438;80,294196;871,05079;20,0866
786.61;Reference;1;2,5886603;0.44268896;35685.2;13785.2;0,073969435;0,02212948;997,74599;81,267589;877,79449;20,0866
786.61;Sample2;1;2,7848262;0.47157415;23741.2;8525.2;0,036094965;0,008254933;229,37673;73,657815;928,49977;20,1
851.39;Sample;1;3,15072;0.51815589;36407.2;11555.2;0,024527887;0,004072856;156,37741;75,024207;935,96266;20,1133
851.39;Reference;1;3,2469731;0.52907636;41513.2;12785.2;0,025067793;0,003702449;155,31225;86,342037;942,82553;20,11
851.39;Sample2;1;2,7221567;0.4626771;21225.2;7797.2;0,038697258;0,008157612;197,91067;83,667261;950,10892;20,11
872.93;Sample;1;3,137163;0.51657694;36677.2;11691.2;0,024167301;0,004553153;183,2634;68,548868;957,52696;20,1133
872.93;Reference;1;3,2680892;0.53140623;42149.2;12897.2;0,018206091;0,002805044;121,72359;61,4406;964,34464;20,11
872.93;Sample2;1;2,8499838;0.4805173;21133.2;7415.2;0,036970987;0,007410067;175,8103;73,807716;971,62592;20,1233
894.47;Sample;1;3,1488938;0.51794379;36663.2;11643.2;0,019662335;0,003582197;142,7578;56,835867;979,04383;20,1233
894.47;Reference;1;3,2293412;0.52711312;42237.2;13079.2;0,023101099;0,003826871;170,60326;77,220123;985,83886;20,1266
894.47;Sample2;1;2,8294868;0.4777368;21479.2;7591.2;0,029459816;0,005565244;131,20013;64,006579;993,02419;20,13
915.82;Sample;1;3,1589614;0.51911071;36597.2;11585.2;0,03050964;0,004560479;168,3924;98,377362;1000,3907;20,13
915.82;Reference;1;3,197396;0.52351411;42043.2;13149.2;0,031008127;0,004344146;178,85248;114,59678;1007,207;20,13
915.82;Sample2;1;2,7193034;0.4622649;22111.2;8131.2;0,034526215;0,005908958;134,54015;90,611955;1014,3775;20,1333
937.25;Sample;1;3,1377639;0.51664715;36260;11556;0,029106184;0,004370996;159,96052;94,296286;1021,8118;20,1466
937.25;Reference;1;3,2044391;0.52431229;42446;13246;0,023228881;0,003172434;130,04534;87,022078;1031,4774;20,1333
937.25;Sample2;1;2,7045075;0.46011717;22680;8386;0,031883898;0,006517223;166,92892;77,229664;1038,6783;20,14
961.53;Sample;1;3,139066;0.5167992;36432;11606;0,026021105;0,004101891;154,28204;82,705565;1046,0961;20,14
961.53;Reference;1;3,2097367;0.5249109;41932;13064;0,02978078;0,003922989;155,3834;111,1244;1052,8918;20,14
961.53;Sample2;1;2,90524;0.48786758;23730;8168;0,041550355;0,008562526;229,94507;85,917954;1060,0991;20,1533
982.98;Sample;1;3,0989796;0.51207369;36444;11760;0,018954385;0,002941046;109,54067;62,643519;1067,4716;20,1533
982.98;Reference;1;3,1840241;0.52199128;42252;13270;0,023397347;0,003725089;163,54237;82,888638;1074,2916;20,1533
982.98;Sample2;1;3,2443857;0.52878929;24560;7570;0,037407845;0,007105507;191,28375;64,359189;1081,4978;20,1566
1004.3;Sample;1;3,0965822;0.51178815;36422;11762;0,025455965;0,004252538;163,42325;81,018516;1088,7545;20,1566
1004.3;Reference;1;3,2286282;0.52703338;42224;13078;0,021687528;0,002920269;118,49584;79,814258;1095,4961;20,1533
1004.3;Sample2;1;3,3675451;0.54207685;24280;7210;0,03571887;0,005262931;129,87443;66,038266;1102,6146;20,16
1025.44;Sample;1;3,0793464;0.50972538;36558;11872;0,030012059;0,004473869;163,37171;102,8274;1110,0061;20,1566
1025.44;Reference;1;3,1917106;0.52286783;42354;13270;0,024890017;0,003117471;119,62309;96,458336;1116,7419;20,16
1025.44;Sample2;1;3,3321106;0.53833127;23618;7088;0,038058355;0,005705754;137,66397;69,621533;1123,8631;20,1633
1046.67;Sample;1;3,1304717;0.5157938;36902;11788;0,023641662;0,003646382;137,48033;77,437921;1131,1931;20,1666
1046.67;Reference;1;3,2039085;0.52425225;42298;13202;0,022187176;0,002726519;103,14936;85,568071;1137,9677;20,17
1046.67;Sample2;1;3,2383361;0.52811671;23044;7116;0,040994872;0,008177321;208,8142;62,905108;1145,1949;20,17
1067.99;Sample;1;3,1092423;0.51329226;36602;11772;0,020236499;0,003215908;121,72359;65,861098;1152,4347;20,17
1067.99;Reference;1;3,1874061;0.52237735;42418;13308;0,020238921;0,003177784;139,3058;72,320922;1159,2558;20,17
1067.99;Sample2;1;3,1710709;0.52050684;22800;7190;0,033703095;0,006591216;166,29713;55,583034;1166,3851;20,1733
1089.22;Sample;1;3,0976483;0.51191516;36354;11736;0,020875371;0,00302612;108,39596;70,927687;1173,7905;20,17
1089.22;Reference;1;3,188511;0.52250334;42184;13230;0,022456037;0,002882052;112,21783;86,273738;1180,5139;20,1733
1089.22;Sample2;1;3,141905;0.51713041;22628;7202;0,033713201;0,005474407;129,48806;65,371811;1187,721;20,18
1110.6;Sample;1;3,0730111;0.50896279;36618;11916;0,026934465;0,003698095;128,1274;95,758468;1195,0455;20,18
1110.6;Reference;1;3,1896396;0.52263198;42486;13320;0,01872307;0,002776482;118,88163;68,732893;1201,7991;20,18
1110.6;Sample2;1;3,0931727;0.51138148;23106;7470;0,02928162;0,00518042;128,93981;57,122214;1209,0025;20,1933
1134.86;Sample;1;3,1006139;0.51226815;36364;11728;0,019370644;0,002648001;91,357021;67,083608;1219,3672;20,19
1134.86;Reference;1;3,1714796;0.52055381;42612;13436;0,024514775;0,003640266;156,17804;91,439943;1226,1879;20,19
1134.86;Sample2;1;2,9841563;0.49801166;22602;7574;0,029400098;0,005431774;134,08167;59,575693;1233,3755;20,2
1156.22;Sample;1;3,0828701;0.51014851;36606;11874;0,023304197;0,003617259;135,15761;78,323217;1240,6525;20,2033
1156.22;Reference;1;3,1894943;0.52261541;42382;13288;0,02518338;0,003281231;129,83796;96,699208;1247,473;20,2033
1156.22;Sample2;1;2,8752829;0.48390864;22870;7954;0,027646201;0,004731893;113,82258;65,436188;1254,6529;20,2066
1177.53;Sample;1;3,0877876;0.51073778;36510;11824;0,023142294;0,003606013;134,69576;77,13829;1262,1791;20,21
1177.53;Reference;1;3,1324167;0.5160217;41918;13382;0,024264786;0,003518902;146,05767;92,582822;1268,9475;20,21
1177.53;Sample2;1;2,8858414;0.48531095;23358;8094;0,029605814;0,005703394;147,52056;65,436188;1276,1266;20,21
