Space=EmissionWavelength
Columns=EmissionWavelength,Intensity,IntensityStdError,RealTime,RealTemperature
Dark=80.0, 476.8
[Data]
        500.00	     301495.20	     661.55507	     2093.3037	     5.0033000
        501.00	     296163.20	     569.75628	     2094.7953	     5.0033000
        502.00	     291003.20	     697.78061	     2095.9062	     5.0033000
        503.00	     282703.20	     1042.3265	     2097.0867	     5.0033000
        504.00	     275707.20	     707.67726	     2098.1375	     5.0033000
        505.00	     269867.20	     651.26748	     2099.3016	     5.0033000
        506.00	     263347.20	     585.42900	     2100.4674	     5.0033000
        507.00	     257583.20	     467.24726	     2101.6144	     5.0033000
        508.00	     253999.20	     590.03427	     2102.7702	     5.0000000
        509.00	     250491.20	     672.71391	     2103.9252	     5.0000000
        510.00	     248315.20	     607.03432	     2105.0827	     5.0000000
        511.00	     244931.20	     420.99565	     2106.2333	     5.0000000
        512.00	     242027.20	     432.67437	     2107.4009	     5.0033000
        513.00	     240699.20	     606.25481	     2108.5652	     5.0033000
        514.00	     239523.20	     633.52278	     2109.7166	     5.0033000
        515.00	     238707.20	     695.84673	     2110.8706	     5.0033000
        516.00	     236419.20	     637.80736	     2112.0315	     5.0033000
        517.00	     235523.20	     299.86664	     2113.1841	     5.0033000
        518.00	     234599.20	     577.64118	     2114.3576	     5.0000000
        519.00	     233143.20	     518.29635	     2115.5877	     5.0000000
        520.00	     231003.20	     795.78892	     2116.7096	     5.0000000
        521.00	     230759.20	     563.68470	     2117.8636	     5.0000000
        522.00	     228031.20	     607.83185	     2119.0509	     5.0000000
        523.00	     225403.20	     568.63189	     2120.1931	     5.0000000
        524.00	     223003.20	     656.02168	     2121.3603	     5.0000000
        525.00	     220331.20	     380.16605	     2122.5179	     5.0000000
        526.00	     216319.20	     613.02746	     2123.6835	     5.0000000
        527.00	     213771.20	     546.00936	     2124.8353	     5.0000000
        528.00	     209579.20	     501.45389	     2125.9909	     5.0000000
        529.00	     205791.20	     422.10267	     2127.1457	     5.0000000
        530.00	     200959.20	     613.05646	     2128.3045	     5.0000000
        531.00	     195971.20	     627.82305	     2129.4524	     5.0000000
        532.00	     191535.20	     686.68738	     2130.5046	     5.0000000
        533.00	     186051.20	     299.26131	     2131.6657	     5.0000000
        534.00	     180211.20	     538.86465	     2132.8278	     5.0000000
        535.00	     175151.20	     355.78021	     2133.9730	     5.0000000
        536.00	     169419.20	     398.27182	     2135.1160	     5.0000000
        537.00	     163435.20	     234.74241	     2136.2815	     5.0000000
        538.00	     157467.20	     360.60197	     2137.4551	     5.0000000
        539.00	     150943.20	     454.55717	     2138.5990	     5.0000000
        540.00	     144335.20	     527.90740	     2139.7600	     5.0000000
        541.00	     139599.20	     437.34350	     2140.9208	     5.0000000
        542.00	     133667.20	     241.12330	     2142.0675	     5.0000000
        543.00	     128847.20	     484.80741	     2143.1880	     5.0000000
        544.00	     122815.20	     307.42226	     2144.3820	     5.0000000
        545.00	     118071.20	     440.76902	     2145.5421	     5.0000000
        546.00	     112095.20	     493.29910	     2146.7014	     5.0000000
        547.00	     107471.20	     420.28773	     2147.8632	     5.0000000
        548.00	     101827.20	     273.19997	     2149.0190	     5.0000000
        549.00	     98355.200	     452.34402	     2150.1623	     5.0000000
        550.00	     94443.200	     257.44039	     2151.2172	     5.0000000
        551.00	     90259.200	     482.04011	     2152.3814	     5.0000000
        552.00	     86699.200	     281.65858	     2153.5439	     5.0000000
        553.00	     82839.200	     287.23664	     2154.7037	     5.0000000
        554.00	     80451.200	     417.34824	     2155.8515	     5.0000000
        555.00	     77007.200	     351.32511	     2157.0022	     5.0000000
        556.00	     74415.200	     285.84689	     2158.1749	     5.0000000
        557.00	     70899.200	     299.58193	     2159.3275	     5.0000000
        558.00	     68003.200	     268.79153	     2160.4928	     5.0000000
        559.00	     65831.200	     181.25979	     2161.6462	     5.0000000
        560.00	     63023.200	     301.83145	     2162.8147	     5.0000000
        561.00	     61095.200	     288.20055	     2163.9239	     5.0000000
        562.00	     58743.200	     194.15916	     2165.1264	     5.0000000
        563.00	     56851.200	     222.77443	     2166.2756	     5.0000000
        564.00	     54271.200	     214.00312	     2167.4317	     5.0000000
        565.00	     52479.200	     344.63249	     2168.5832	     5.0000000
        566.00	     51071.200	     272.86464	     2169.7395	     5.0000000
        567.00	     49419.200	     202.92965	     2170.9026	     5.0000000
        568.00	     47475.200	     190.69930	     2172.0662	     5.0000000
        569.00	     45791.200	     215.49323	     2173.2161	     5.0000000
        570.00	     44443.200	     132.26237	     2174.3503	     5.0000000
        571.00	     42999.200	     206.68387	     2175.5312	     5.0000000
        572.00	     41123.200	     168.44386	     2176.6751	     5.0000000
        573.00	     40267.200	     141.88571	     2177.8432	     5.0000000
        574.00	     38343.200	     200.90905	     2178.9890	     5.0000000
        575.00	     37171.200	     191.53648	     2180.1460	     5.0000000
        576.00	     35719.200	     182.86121	     2181.3006	     5.0000000
        577.00	     34627.200	     238.37972	     2182.4593	     5.0000000
        578.00	     33227.200	     177.50869	     2183.6053	     5.0000000
        579.00	     31739.200	     151.46103	     2184.7611	     5.0000000
        580.00	     30739.200	     272.93955	     2185.9233	     5.0000000
        581.00	     29439.200	     197.71585	     2187.0838	     5.0000000
        582.00	     28599.200	     132.18842	     2188.1972	     5.0000000
        583.00	     27439.200	     126.97506	     2189.3979	     5.0000000
        584.00	     26795.200	     191.72202	     2190.5569	     5.0000000
        585.00	     25455.200	     172.00000	     2191.7092	     5.0033000
        586.00	     24423.200	     143.51152	     2192.8734	     5.0033000
        587.00	     23615.200	     219.17421	     2194.0224	     5.0033000
