Time;Iteration;Ratio;GPolarization;I1;I2;RatioStdError;GPolarizationStdError;I1StdError;I2StdError;RealTime;RealTemperature
0;1;1,5501583;0.21573495;1056295.2;681411.2;0,003676239;0,001201508;1631,4155;1226,3026;498,77385;4,97
13.14;1;1,6308459;0.23978823;1073493.2;658243.2;0,00394907;0,001181366;1507,0145;1298,7294;511,91766;4,9866
18.83;1;1,6922436;0.25712517;1085989.2;641745.2;0,005731118;0,002053322;3298,6242;961,26879;517,60583;4,98
24.51;1;1,736841;0.26923049;1101965.2;634465.2;0,003820871;0,001247498;1905,4304;862,89342;523,28708;4,98
30.18;1;1,7603055;0.27544252;1103379.2;626811.2;0,00401608;0,001311196;2010,8707;860,28832;528,95468;4,98
35.85;1;1,7816837;0.28101099;1113091.2;624741.2;0,003978584;0,001147597;1593,8181;1070,5169;534,63114;4,98
41.53;1;1,8039033;0.28670865;1119241.2;620455.2;0,004161583;0,001196129;1678,8524;1087,5181;540,30854;4,98
47.21;1;1,8234098;0.29163665;1124827.2;616881.2;0,004561653;0,001248695;1681,741;1237,3393;545,98663;4,98
52.88;1;1,8373423;0.29511502;1129567.2;614783.2;0,004101265;0,001140303;1579,7202;1069,5711;551,65715;4,98
58.56;1;1,8540016;0.29922954;1136835.2;613179.2;0,004045726;0,001240661;1891,2399;865,91892;557,3314;4,98
64.24;1;1,8684951;0.3027703;1139089.2;609629.2;0,004100755;0,0010813;1442,6598;1092,6837;563,02019;4,98
70;1;1,875679;0.30451208;1141469.2;608563.2;0,003770005;0,001016408;1398,2018;969,78522;568,7788;4,98
75.67;1;1,8874803;0.30735459;1141939.2;605007.2;0,004250576;0,001188723;1702,0795;1021,3325;574,44592;4,98
81.34;1;1,9034754;0.31117034;1152309.2;605371.2;0,004545328;0,001136843;1463,4882;1224,1513;580,11629;4,98
87.01;1;1,9181492;0.31463407;1156155.2;602745.2;0,00449256;0,001225525;1751,9231;1076,4443;585,78947;4,98
92.69;1;1,9227052;0.31570246;1159651.2;603135.2;0,004903444;0,001316809;1863,7312;1194,3026;591,468;4,98
98.33;1;1,9389363;0.31948168;1166505.2;601621.2;0,006543159;0,002150765;3501,6886;927,51746;597,11502;4,9933
104.01;1;1,9336395;0.31825297;1164405.2;602183.2;0,004463315;0,001277659;1917,6619;973,92056;602,78974;4,9933
109.69;1;1,9534827;0.32283335;1169689.2;598771.2;0,004852081;0,001361326;2028,6277;1064,6369;608,46859;4,9933
